NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC,...58,...59
Carex annectens,CYPERACEAE,CAAN6,4-Aug-16,MARSB-565,565,MARSB,NA,E. Kottler. L. Shriver,US,84,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Merrill Lake Sanctuary,field next to Springs Fireplace Road,"From NY27E take slight left onto N Main St, then slight right onto Springs Fireplace Rd. Park by the park entrance sign. The population is throughout the field closest to the road.","41∞01' 36.5"" N","72∞09' 07.8"" W",41.0268,-72.15216,GPS,NAD83,0,FT,Nature Conservancy,Andropogon gerardii:Andropogon virginicus:Schizachyrium scoparium:Schizachyrium scoparium:Panicum virgatum:Schoenoplectus pungens:Agrostis alba:Juncus tenuis:Carex scoparia:Euthamia caroliniana:Dichanthelium clandestinum,Mowed,drumlins,0-10,NA,wet successional field,conservation,Montauk loamy sand,Sand,130 plants sampled,400+,1,P,"triangular stem, inflorescence at top, seeds tan",NA,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:04 AUG 2016:Smithsonian, MARSB",NA,NA,NA,NA,NA,SAN10600,WEB,3-Jan,medium brown,16-Nov-16,CAREX,annectens,2016,NA,NA,NA
Juncus effusus,JUNCACEAE,JUEF,28-Jul-16,NEWFS-337,337,NEWFS,NA,"Piantedosi, M., Karlsson, C.",US,59,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,Great Swamp Wildlife Management Area,Trail path road at the end of Great Neck Road,Reference NEWFS-336.,"41∞28' 0.4"" N","71∞34' 59.9"" W",41.46677,-71.5833,GPS,NAD83,17,FT,USFWS,Clethra alnifolia:Carex lurida:Spiraea sp.:Scirpus atrovirens:Carex vulpinoidea:Onoclea sensibilis,Mowed,road side,0,NA,roadside,conservation/recreation,NA,NA,650 plants sampled,800+,2,P,NA,NA,M. Piantedosi:In Field:28 JUL 2016,"2:28 JUL 2016:Smithsonian, NEWFS",NA,NA,NA,NA,NA,NEWFS-11,WEB,<5,NA,21-Nov-16,JUNCUS,effusus,2016,NA,NA,NA
Cephalanthus occidentalis,RUBIACEAE,CEOC2,18-Oct-15,NCBG-396,396,NCBG,NA,"Maynard, L., Driskill, E.",US,65,Southeastern Plains (Omernik),Virginia,Prince William,Leesylvania State Park,Bushey Point Trail,"From contact station, head south on Daniel K Ludwig Dr. for 1.1 miles. Turn right into Cartop Launch parking area. Follow Bushey Point Trail SW into marsh area.","38∞35' 62.7"" N","77∞15' 26.9"" W",38.60075,-77.25747,GPS,WGS84,6,FT,VA Dept. of Conservation and Recreation,Peltandra virginica:Saururus cernuus:Fraxinus pennsylvanica:Helenium autumnale:Ilex verticillata,NA,Marsh,0,NA,Tidal freshwater marsh,Conservation/Recreation,"Fine, smectitic, Mesic Aquic Hapludults",Other : loam,70 plants sampled,400,20,P,NA,NA,E. Driskill - NCBG:In Field:18 OCT 2015,2:18 OCT 2015:Smithsonian:North Carolina University,NA,NA,NA,NA,NA,ED-50,WEB,3.5 - 7,10YR 3/2,15-Sep-16,CEPHALANTHUS,occidentalis,2015,NA,NA,NA
Vaccinium angustifolium,ERICACEAE,VAAN,16-Aug-16,NEWFS-355,355,NEWFS,NA,"Rogers, J., Karlsson, C., Heilmann, K.",US,58,Northeastern Highlands (Omernik),New Hampshire,Hillsborough,Wapack NWR,Wapack trail up to cliff trail and Carolyn's Trail,"From Boston take 93N to exit 37B for 95S. Take exit 32A-32B for US-3N. Take exit 7W for NH-101A W. Turn right onto Island Street/Burns Hill. Turn left onto NH-31N. Turn left onto GULF ROAD, CONTINUE STRAIGHT ONTO MOUNTAIN ROAD UNTIL WAPACK TRAIL PARKING LOT.","42∞53' 34.43"" N","71∞51' 58.84"" W",42.89289,-71.86634,GPS,NAD83,2217,FT,USFWS,Acer rubrum:Quercus rubra:Fagus grandifolia:Pinus strobus:Tsuga canadensis:Vaccinium corymbosum:Vaccinium myrtilloides:Mitchella repens,Trampled,Acidic heath-pine forest,0,NA,Acidic heath-pine forest,recreation,"silurian, schist, quartzite, calc-sulcate granufels",Clay,300 plants sampled,2000+,20,P,NA,NA,::,1:16 AUG 2016:Smithsonian,NA,NA,NA,NA,NA,NEWFS-29,WEB,<3,NA,21-Nov-16,VACCINIUM,angustifolium,2016,NA,NA,NA
Euthamia graminifolia,ASTERACEAE,EUGR5,7-Nov-17,NEWFS-875,875,NEWFS,NA,"Cecil, A.; Tokarz E.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Great Bay NWR,Ferry Way Trail,"Take 95 N to exit 4 on the left to merge onto 16 N/US-4 W. Take exit 1 for Gosling Road. Turn left onto Gosling Road. Turn right onto Arboretum Drive. At the traffic circle, take the third exit and stay on Arboretum Drive. Drive to the parking lot. Take the trail around the fenced-in weapons storage field and make a left. Population is beside Beaver bond and along the margins of the forest trail.","43∞05' 24.14"" N","70∞51' 01.37"" W",43.09003,-70.85038,GPS,WGS84,13,FT,USFWS,Spiraea tomentosa:Scirpus cyperinus:Scirpus cyperinus:Scirpus cyperinus:Solidago altissima:Solidago rugosa,Flooded,Freshwater pond,NA,NA,Freshwater pond,Conservation/recreation,"migmatite, phyllite, diorite, gabbro","Clay, Sand",plants sampled,NA,NA,NA,NA,NA,M. Piantedosi - NEWFS:In Field:07 NOV 2017,1:07 NOV 2017:Smithsonian,NA,NA,NA,NA,NA,244,LJP,NA,"5 Y 3/2 ""dark olive grey""",12-Aug-19,EUTHAMIA,graminifolia,2017,NA,NA,NA
Spartina patens,POACEAE,SPPA,26-Sep-17,NEWFS-737,737,NEWFS,NA,"Piantedosi, M.; Cecil, A.",US,84,Atlantic Coastal Pine Barrens (Omernik),Massachusetts,Barnstable,Sandy Neck Beach Park,Marsh Trail,"Take Route 6 to exit 5. Head north on Route 149 towards West Barnstable. Travel one mile to the intersection of Route 149 and 6A. Go left to 6A for 2.5 miles, then take a right to Sandy Neck Road. Gatehouse is located at the end of this road; park in the staff lot just before. Marsh Trail is to the immediate right of the gatehouse - all collections were made prior to the intersection of beach access trail 2.","41∞44' 07.0"" N","70∞23' 07.8"" W",41.73527,-70.3855,GPS,NAD83,6,FT,Town of Barnstable,Spartina alterniflora:Symphyotrichum tenuifolium:Iva frutescens:Iva frutescens:Pluchea odorata:Baccharis halimifolia,Flooded,Salt marsh,NA,NA,Salt marsh,Conservation/recreation,Granite,"Silt, Sand",175 plants sampled,10000+,5,P,"˚3-5 spikelets per inflorescence, branch off perpendicular to main stem with flowers along single axis; spikelet coloring purple/brown when seeds are mature ˚",NA,M. Piantedosi - NEWFS:In Field:26 SEP 2017,2:26 SEP 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,106,WEB,2-Jan,"5 Y 5/3 ""olive""",8-Dec-17,SPARTINA,patens,2017,NA,NA,NA
Typha angustifolia,TYPHACEAE,TYAN,20-Sep-16,NCBG-518,518,NCBG,NA,"Walker, S., Healy, C., Flood, M.",US,63,Middle Atlantic Coastal Plains (Omernik),Maryland,Dorchester,Blackwater NWR,Maple Dam Rd,"From Key Wallace Dr, turn right onto Maple Dam Rd. Population on both sides of road.","38∞24' 59.4"" N","76∞3' 17.6"" W",38.4165,-76.05488,GPS,WGS84,1,FT,USFWS,Kosteletzkya virginica:Hibiscus moscheutos:Phragmites australis:Bolboschoenus robustus:Typha latifolia:Spartina cynosuroides,NA,Marsh,0-2,NA,Brackish tidal marsh,Conservation and Recreation,"Clayey, mixed, euic, mesic terric sulfihemists",Other : Peat,60 plants sampled,3000+,3.5,P,NA,NA,C. Healy - NCBG:In Field:20 SEP 2016,"2:20 SEP 2016:NCU, US",NA,NA,NA,NA,1,CH-7,WEB,4-Mar,7.5 YR 3/2,12-Dec-16,TYPHA,angustifolia,2016,NA,NA,NA
Eragrostis spectabilis,POACEAE,ERSP,28-Sep-17,NEWFS-745,745,NEWFS,NA,"Estevez, C.; Kang, K.; Tokarz, E.; Cecil, A.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Great Bay NWR,Meadow adjacent to road (Arboretum Dr.),"Take 95 N to exit 4 on the left to merge onto 16 N/US-4 W. Take exit 1 for Gosling Road. Turn left onto Gosling Road. Turn right onto Arboretum Drive. At the traffic circle, take the third exit and stay on Arboretum Drive. Collections were made along roadside fields and airfield fence following the NWR gates.","43∞05' 41.8"" N","70∞50' 18.3"" W",43.09494,-70.83841,GPS,NAD83,57,FT,USFWS,Digitaria cognata:Asclepias syriaca:Phleum sp.:Rhus radicans:Toxicodendron radicans,Flooded,Meadow,NA,NA,Meadow,Conservation/recration,"Migmatite, phyllite, diorite, gabbro",Silt,745 plants sampled,1000+,1,P,Purple/burgundy tuft growing grass with an open inflorescence; small densely packed two ranked spikelets at end of long spindly peduncles.˚,NA,M. Piantedosi - NEWFS:In Field:28 SEP 2017,2:28 SEP 2017:Smithsonian :New England Wild Flower Society,NA,NA,NA,NA,1,114,WEB,1-1.5,"2.5 YR 3/2 ""very dark grayish brown""",19-Dec-17,ERAGROSTIS,spectabilis,2017,NA,NA,NA
Solidago sempervirens,ASTERACEAE,SOSE,15-Nov-17,NEWFS-910,910,NEWFS,NA,"Cecil, A.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Connecticut,New London,Bluff Point State Park,saltmarsh,"Take 95S to exit 88. Turn left onto CT-1175. Turn right onto Fort Hill Rd. Turn left onto Depot Rd. Park at parking area and walk down gravel path. Population along the waterfront, along the length of the trail.","41∞19' 48.9"" N","72∞02' 00.3"" W",41.33025,-72.03341,GPS,NAD83,5,FT,CT DEEP,Salicornia depressa:Juncus gerardii:Spartina patens:Spartina alterniflora:Symphyotrichum tenuifolium,Mowed,saltmarsh,NA,NA,saltmarsh,conservation/recreation,"granite, gneiss",Clay,135,100+,2,P,"Simple, glabrous, entire/almost entire leaf, almost succulent like in consistency; flowers gold/yellow",NA,M. Piantedosi - NEWFS:In Field:15 NOV 2017,1:15 NOV 2017:Smithsonian,NA,NA,NA,NA,1,279,WEB,2-Jan,"7.5 YR 5/3 ""brown""",19-Dec-17,SOLIDAGO,sempervirens,2017,NA,NA,NA
Symphyotrichum subulatum,COMPOSITAE,SYSU5,10-Nov-17,NEWFS-899,899,NEWFS,NA,"Kang, K.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Rhode Island,Newport,Goosewing Beach Preserve,Quicksand Pond,"From Boston, head south on 93. Take exit 4 for MA-24-S. Drive for 35+ miles and briefly merge onto I-95-E. Take exit 10 for MA-88 and follow MA-88 for about 7 miles. Turn right onto Hixbridge Rd, turn right onto Main Rd, turn left onto Adamsville Rd and enter Rhode Island. Follow for about 4 miles then turn left onto Long Hwy. After about 3 miles, turn left onto South Shore Rd and follow to the end to find the beach parking, actually located on South Shore Beach. Drive to the end of the beach and park. Follow through the meadow toward the sand trail. The population is located near the front of the salt marsh area toward the left.","41∞29' 42.8"" N","71∞08' 05.3"" W",41.49522,-71.1348,GPS,NAD83,2,FT,TNC,Pluchea odorata:Hibiscus moscheutos:Euthamia graminifolia:Solidago sempervirens:Phragmites australis,Flooded,Brackish wetland/dunes,NA,NA,Brackish wetland/dunes,Conservation/recreation,Granite,"Clay, Sand",250 plants sampled,300+,2,P,˚Tall branching inflorescence with purple flowers; mature seed a dark achene with white pappus˚,NA,M. Piantedosi - NEWFS:In Field:10 NOV 2017,2:10 NOV 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,268,WEB,3-Feb,"7.5 YR 2.5/2 ""very dark brown""",19-Dec-17,SYMPHYOTRICHUM,subulatum,2017,NA,NA,NA
Dulichium arundinaceum,CYPERACEAE,DUAR3,22-Sep-17,NEWFS-727,727,NEWFS,NA,"Estevez, C., Kang, K.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Mast Rd. Natural Area,Old Piggery Trail,Get off of 101 W at exit 8 to Exeter Rd. Turn left. Take a right on Mast Rd and continue to parking lot. Population is in wetland halfway down trail.,"43∞01' 59"" N","71∞01' 57.4"" W",43.03305,-71.03261,NA,NA,NA,FT,Southeastern Land Trust of New Hampshire,Sparganium sp.:Polygonum sagittatum:Glyceria canadensis:Juncus effusus:Carex lurida:Triadenum virginicum,Flooded:excavated,Freshwater wetland/anthropogenic,NA,NA,Freshwater wetland/anthropogenic,Conservation/recreation,"Granite, granofels, migmatite","Clay, Silt, Sand",150 plants sampled,500+,3,P,˚3 ranked leaves with the inflorescences/fruits branching from the axil˚,NA,M. Piantedosi - NEWFS:In Field:22 SEP 2017,2:22 SEP 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,96,WEB,2,"10 YR 2/1 ""Black""",7-Dec-17,DULICHIUM,arundinaceum,2017,NA,NA,NA
Rhus hirta,ANACARDIACEAE,RHHI2,11-Oct-17,NEWFS-779,779,NEWFS,NA,"Cecil, A.; Piantedosi, M.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Suffolk,"Thompson Island, Boston Harbor Islands",Meadow,"From Boston, take a ferry from EDIC Pier off of Summer St, southeast of South Station. Population is along path toward southern end of island.","42∞18' 55.2"" N","71∞00 33.4"" W",42.31533,-71.00927,GPS,NAD83,9,FT,National Park Services,Solidago rugosa:Oenothera biennis:Rosa sp.:Schizachyrium scoparium:Quercus sp.:Quercus sp.,Trampled,Meadow/coastal forest,NA,NA,Meadow/coastal forest,Conservation/recreation,Marine sediment,"Clay, Silt, Sand",172 plants sampled,600+,3,NA,"˚leaves in a single horizontal plane, inflorescence reddish and touching may cause numbness, stems and branches densely pubescent and ‚Äúvelvety‚Äù ˚",NA,M. Piantedosi - NEWFS:In Field:11 OCT 2017,1:11 OCT 2017:Smithsonian,NA,NA,NA,NA,1,148,WEB,9-Mar,"2.5 Y 3/2 ""very dark grayish brown""",13-Dec-17,RHUS,hirta,2017,NA,NA,NA
Tsuga canadensis,PINACEAE,TSCA,2-Nov-17,NEWFS-867,867,NEWFS,NA,"Cecil, A.; Estevez, C.; Kang, K.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Mast Road Natural Area,"Black Gum Trail, Old Piggery Trail",Get off of 101 W at exit 8 to Exeter Rd. Turn left. Take a right on Mast Rd and continue to parking lot. Population scattered in stands along main trails.,"43∞02' 12.8"" N","71∞02' 34.8"" W",43.03688,-71.043,GPS,NAD83,135,FT,Southeastern Land Trust of New Hampshire,Vaccinium corymbosum:Kalmia angustifolia:Pinus strobus:Vaccinium angustifolium:Vaccinium angustifolium:Vaccinium angustifolium:Gaultheria procumbens,excavation,Forest,NA,NA,Forest,Conservation/recreation,"Granite, granofels, migmatite","Clay, Silt",39 plants sampled,200+,3,P,"˚Flat needled evergreen pale needle underside and visible midvein, cones found dangling at the apical end of branches ˚",NA,M. Piantedosi - NEWFS:In Field:02 NOV 2017,2:02 NOV 2017:Smithsonian :New England Wild Flower Society,NA,NA,NA,NA,1,236,WEB,>15,"10 YR 2/1 ""Black""",15-Dec-17,TSUGA,canadensis,2017,NA,NA,NA
Spiraea alba,ROSACEAE,SPAL2,27-Nov-17,NEWFS-937,937,NEWFS,NA,"Cecil, A.",US,59,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,Great Swamp WMA,Along Great Neck Rd.,From Boston: Take 93S to 95S to RI-4S. Take exit 5B to RI-103N. Turn left onto RI-2S. Turn left onto RI-130E. Turn left onto Watson Rd. Turn left onto Liberty Ln. Park and walk down trail at end of Great Neck Rd. Population along main trail and under power lines.,"41∞28' 0.4"" N","71∞34' 59.9"" W",41.46677,-71.5833,GPS,NAD83,96,FT,USFWS,Kalmia angustifolia:Ilex glabra:Ilex verticillata:Chamaedaphne calyculata:Clethra alnifolia,Mowed:Flooded,anthropogenic/ freshwater wetland,n/a,NA,anthropogenic/freshwater wetland,conservation/recreation,augen gneiss,"Clay, Silt",82 plants sampled,250+,3,P,"Upright stems; leaves alternate, narrow, toothed; five-locular dehiscent fruit˚",NA,M. Piantedosi - NEWFS:In Field:27 NOV 2017,2:27 NOV 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,306,WEB,4-Feb,"7.5YR 3/2 ""black""",19-Dec-17,SPIRAEA,alba,2017,NA,NA,NA
Juncus gerardii,JUNCACEAE,JUGE,28-Jul-17,NEWFS-649,649,NEWFS,NA,"Estevez, C.; Kang, K.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Great Bay National Wildlife Refuge,Salt marsh next to meadow and forest trail; adjacent to Little Bay,"On 95N take exit 3 and turn left onto NH 33; turn right onto Portsmouth Ave; turn right onto Emery Ln; turn left onto Merrimack Drive. Park and walk across the road to the trail circling the fence, turn right at the pond, across the field should be the saltmarsh.","43∞05' 29.0"" N","70∞51' 09.8"" W",43.09138,-70.85272,GPS,NAD83,3,FT,USFWS,Spartina patens:Distichlis spicata:Bolboschoenus maritimus:Spartina alterniflora,Flooded,salt marsh,0,NA,salt marsh,Conservation/recreation,"migmatite, phyllite, diorite, gabbro","Clay, Silt",5000+,10000+,1,P,Dark purple/brown capsules with numerous tiny achenes in each capsule that are dark brown when mature˚,NA,M. Piantedosi - NEWFS:In Field:28 JUL 2017,1 :28 JUL 2017:Smithsonian,NA,NA,NA,NA,1,18,WEB,2-Jan,"7.5 YR 3/1 ""very dark grey""",7-Dec-17,JUNCUS,gerardii,2017,NA,NA,NA
Glyceria canadensis,POACEAE,GLCA,28-Jul-17,NEWFS-650,650,NEWFS,NA,"Cecil, A.; Piantedosi, M.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Great Bay National Wildlife Refuge,wetland off entrance road,"On 95N take exit 3 and turn left onto NH 33; turn right onto Porthsmouth Ave; turn right onto Emery Ln; turn left onto Merrimack Drive. Park and walk across the road to the trail circling the fence, turn right at the pond, across the field should be the saltmarsh.","43∞05' 41.8"" N","70∞50' 18.3"" W",43.09494,-70.83841,GPS,NAD83,57,FT,USFWS,Carex stricta:Verbena hastata:Spiraea tomentosa:Juncus effusus:Scirpus cyperinus,Flooded,Brackish wetland,0,NA,Brackish wetland,Conservation/recreation,"migmatite, phyllite, diorite, gabbro","Clay, Silt",600+,5000+,1,P,long drooping inflorescences with fat green dangling spikelets˚,NA,M. Piantedosi - NEWFS:In Field:28 JUL 2017,1:28 JUL 2017:Smithsonian:,NA,NA,NA,NA,1,19,WEB,3,"7.5 YR 3/1 ""very dark grey""",7-Dec-17,GLYCERIA,canadensis,2017,NA,NA,NA
Prunus serotina,ROSACEAE,PRSE2,12-Aug-16,NEWFS-352,352,NEWFS,NA,"Urban, A., Karlsson, C.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Essex,"Parker River NWR, Newburyport",Refuge road,"From Boston take 93N to 95N to exit 56. turn right on Scotland Road. turn right on Parker St. At rotary, Take 3rd exit onto State St. Turn Right onto 1A-S. Turn left onto Rolfe's Lane. Turn right onto Water St. Turn Right onto Sunset Dr. Continue onto Refuge Road.","42∞43' 29.4"" N","70∞47' 05.8"" W",42.72483,-70.78494,GPS,NAD83,52,FT,USFWS,Toxicodendron radicans:Morella caroliniensis:Prunus maritima:Frangula alnus:Lonicera japonica:Parthenocissus quinquefolia,NA,dune edge/ roadside,0,NA,dune edge/roadside,conservation,"mafic rock, granite, other",Clay,180 plants sampled,500+,10,P,Terminal raceme of black drupes,NA,M. Piantedosi-NEWFS:In Field:12 AUG 2016,1:12 AUG 2016:Smithsonian,NA,NA,NA,NA,1,NEWEFS-26,WEB,<8,2.5 YR 3/2 very dark grayish brown,16-Nov-16,PRUNUS,serotina,2016,NA,NA,NA
Symphyotrichum tenuifolium,COMPOSITAE,SYTE6,15-Nov-17,NEWFS-916,916,NEWFS,NA,"Cecil, A.; Kang, K.",US,59,Northeastern Coastal Zone (Omernik),Connecticut,NA,Bluff Point State Park,saltmarsh,Take 95S to exit 88. Turn left onto CT-1175. Turn right onto Fort Hill Rd. Turn left onto Depot Rd. Park at parking area and walk down gravel path. Population in salt pans and along margins of saltmarsh,"41∞19' 48.9"" N","72∞2' .3"" W",41.33025,-72.03341,GPS,NAD83,5,FT,CT DEEP,Juncus gerardii:Spartina patens:Distichlis spicata:Salicornia depressa:Solidago sempervirens:Baccharis halimifolia,Flooded,saltmarsh,NA,NA,saltmarsh,conservation/recreation,"granite, gneiss","Clay, Sand",143 plants sampled,300+,2,P,"Daisy like composite flower with white ray flowers and yellow disc flowers; usually one flower per plant, single stalk with small lanceolate leaves rising from saltmarsh mud˚",NA,M. Piantedosi - NEWFS:In Field:15 NOV 2017,2:15 NOV 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,285,WEB,<1,"7.5 YR 5/3 ""brown""",19-Dec-17,SYMPHYOTRICHUM,tenuifolium,2017,NA,NA,NA
Panicum virgatum,POACEAE,PAVI2,1-Nov-17,NEWFS-857,857,NEWFS,NA,"Cecil, A.; Estevez, E.",US,59,Northeastern Coastal Zone (Omernik),Rhode Island,NA,Ninigret NWR,NA,Take 93s to 95s. Keep left at the fork for RI-4S. Continue straight onto US-1S. Slight right onto Bend Road. Use that road to get to the Traffic Light to make a U-turn to get to Ninigret Entrance Road. Population surrounds parking lot.,"41∞21' 57.9"" N","71∞39' 43.0"" W",41.36608,-71.66194,GPS,NAD83,13,FT,USFWS,Solidago altissima:Solidago rugosa:Schizachyrium scoparium:Euthamia graminifolia:Betula populifolia,Mowed,Dry field/anthropogenic,NA,NA,Dry field/anthropogenic,Recreation/conservation,Granite,"Sand, Other : Granite",131 plants sampled,250+,2,P,"˚Stiff, vertical shape, highly clumping; inflorescence a finely textured panicle˚",NA,M. Piantedosi - NEWFS:In Field:01 NOV 2017,1:01 NOV 2017:Smithsonian,NA,NA,NA,NA,1,226,WEB,4-Mar,"7.5 YR 3/2 ""dark brown""",15-Dec-17,PANICUM,virgatum,2017,NA,NA,NA
Sorghastrum nutans,POACEAE,SONU2,18-Oct-15,NCBG-399,399,NCBG,NA,"Maynard, L., Driskill, E.",US,65,Southeastern Plains (Omernik),Virginia,Fairfax,Mason Neck State Park,High Point Road,"From visitor center, head SE toward High Point Rd. Turn right onto High Point Rd. Continue for 1.2 miles. Population in field on left.","38∞38' 3.1"" N","77∞12' 34.4"" W",38.63419,-77.20955,GPS,WGS84,25,FT,VA Dept. of Conservation and Recreation,Juniperus virginiana:Solidago sp.:Setaria sp.:Schizachyrium scoparium:Liquidambar styraciflua:Andropogon gerardii,NA,Meadow,0 - 2,NA,Mesic meadow,Conservation/Recreation,"Fine-loamy, mixed, active, Mesic Aquic Hapludults","Silt, Other : loam",350 plants sampled,3000,10,P,NA,NA,E. Driskill - NCBG:In Field:18 OCT 2015,2:18 OCT 2015:Smithsonian:North Carolina University,NA,NA,NA,NA,NA,ED-53,WEB,4 - 6.5,5YR 4/3,15-Sep-16,SORGHASTRUM,nutans,2015,NA,NA,NA
Atriplex prostrata,CHENOPODIACEAE,ATPR,18-Oct-17,NEWFS-797,797,NEWFS,NA,"Kang, K.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Essex,Parker River NWR,Salt marsh,"Take 95N to exit 56. Follow Scotland Rd to Parker St. At the traffic circle, take State St. and make right on Parker St. Right on MA 1AS, left on Rolfe√¢¬Ä¬ôs Ln. Right on Water St., right on Sunset Dr. to enter refuge. Population is scattered throughout marsh margins and in roadside depressions.","42∞43' 29.4"" N","70∞47' 05.8"" W",42.72483,-70.78494,GPS,NAD83,5,FT,USFWS,Spartina patens:Salicornia depressa:Solidago sempervirens:Iva frutescens:Panicum virgatum:Panicum virgatum:Panicum virgatum:Panicum virgatum,Flooded,Salt marsh/roadside,NA,NA,Salt marsh/roadside,Conservation/recreation,matic rock/granite,"Silt, Sand",144 plants sampled,500,2,P,"seeds in triangular capsules at terminal end of stems with sporadic leaves in shape of bishops√¢¬Ä¬ô hats; creeping, sprawled˚",NA,M. Piantedosi - NEWFS:In Field:18 OCT 2017,1:18 OCT 2017:Smithsonian,NA,NA,NA,NA,1,166,ACH,1,"7.5 YR 3/1 ""very dark grey""",14-May-19,ATRIPLEX,prostrata,2017,NA,NA,NA
