Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,,,,,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
'SOS-WY090-184,PEPR2-SOS-WY090-184-LINCOLN-20,0.005,2964705,0.0152,PEPR2,littleflower penstemon,Penstemon,procerus,,,,,Penstemon procerus,SCROPHULARIACEAE,PEPR2,8/26/2020,WY090-184,184,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From Alt30/189 Junction in Kemmerer, take 189 N/NE 5 miles, turning NW on County Road 306 (CR 306). Follow CR306 for 9.3 miles. Bear left at fork and follow for 2.9 miles. Almost immediately after, in .07 miles take the two-track on the left (heading SW), follow for 3 miles.","41°59' 48.084"" N","110°34' 42.492"" W",41.99669,-110.57847,GPS,WGS84,8379,FT,BLM,Helianthella uniflora:Ceanothus velutinus:Populus tremuloides:Eriogonum umbellatum,Grazed,Foothills,8,SE,Aspen/Douglas Fir forests,,Hillard Shale,Sand,268,1600,1,P,Found growing among aspen forests. Average height of collected specimens was 29.5cm. Infloresence is blue/purple with the innter throat being white.,,"Boies, A., Grelecki, A.:In Field:21 JUL 2020","3:21 JUL 2020:Denver Botanic Garden, Smithsonian Institute, Kemmerer Field Office",,,44089,,,,WEB,1.5,10YR 2/2,44130,PENSTEMON,procerus,2020,
'SOS-WY090-185,ACMI2-SOS-WY090-185-LINCOLN-20,0.0032,4050000,0.0111,ACMI2,common yarrow,Achillea,millefolium,,,,,Achillea millefolium,ASTERACEAE,ACMI2,8/27/2020,WY090-185,185,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From Junction of WY089 and US30 follow US30 East toward Kemmerer for 4.9 miles, at turn off there is a large fence, go under the under pass heading north. Stay on this road for 1.5 miles, at fork bear W for 1.25 miles.","41°50' 36.9996"" N","110°54' 16.8696"" W",41.84361,-110.90468,GPS,WGS84,6512,FT,BLM,Pascopyrum smithii:Artemisia tridentata ssp. tridentata:Symphyotrichum sp.:Poa secunda,Grazed,Flat,0,,Sagebrush steppe,,Stump Formation,Clay,262,5000,1,P,Average height of voucher specimens collected as 32cm. Stem hirsute. Inforesence is an umbel with each indivdual flower having 5 white/cream petals. Found growing near a wet meadow.,,"Boies, A., Grelecki, A.::03 AUG 2020","3:03 AUG 2020:Denver Botanic Garden, Smithsonian Institute, Kemmerer Field Office",,,,,,,WEB,1.5,10YR 4/3,44130,ACHILLEA,millefolium,2020,
'SOS-WY090-186,ACMI2-SOS-WY090-186-LINCOLN-20,0.003,4628571,0.0097,ACMI2,common yarrow,Achillea,millefolium,,,,,Achillea millefolium,ASTERACEAE,ACMI2,9/9/2020,WY090-186,186,WY090,,"Boies, A., Grelecki, A",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From Alt30/189 junction in Kemmerer, take 189 N/NE for 11.9 miles. Turn north onto gravel road, follow for about .4 miles.","41°54' 14.9"" N","110°24' 41.2"" W",41.90413,-110.41144,GPS,WGS84,7201,FT,BLM,Artemisia tridentata ssp. tridentata:Chrysothamnus viscidiflorus:Linum lewisii:Ipomopsis aggregata,Grazed,Rolling hills,0,,Sagebrush steppe,,Green River Formation,Sand,448,3000,4,P,"In fruit. When plant is in flower, it is made up of an umbelled cluster of 5 petaled white to cream flowers. Leaves are mostly basal, though few smaller ones grow along the upper stem.",,"Boies, A., Grelecki, A.:In Field:21 JUL 2020",0::Voucher will be taken in 2021,,,,,,,WEB,1-1.5,10YR 4/4,44130,ACHILLEA,millefolium,2020,
'SOS-WY090-187,PHHA-SOS-WY090-187-LINCOLN-20,0.0137,755000,0.06,PHHA,silverleaf phacelia,Phacelia,hastata,,,,,Phacelia hastata,HYDROPHYLLACEAE,PHHA,9/10/2020,WY090-187,187,WY090,,"Boies, A., Grelecki, A",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From Alt30/189 Junction in Kemmerer, take 189 N 5 miles, turning NW on County Road 306 (CR 306). Follow CR306 for 9.3 miles. Bear left at fork and follow for 2.9 miles. At fork, bear West (left) for .4 miles.","42°00 21.5"" N","110°33' 03.0"" W",42.00597,-110.55083,GPS,WGS84,7528,FT,BLM,Eriogonum umbellatum:Purshia tridentata:Artemisia tridentata ssp. vaseyana:Ipomopsis aggregata,Grazed,Foothills,31,E,Sagebrush steppe,,Hillard Shale,Sand,120,600,3,B,"In fruit on E slopes. Leaves are deeply veined with hairs, giving a silver appearance. When in flower they are typically light purple, bell shaped and grow in a kind of spiral. Stamens are easy to see.",,"Boies, A., Grelecki, A.:In Field:20 AUG 2020",0::Voucher will be taken in 2021,,,,,,,WEB,> 1,10YR 3/2,44130,PHACELIA,hastata,2020,
'SOS-WY090-188,PEPR2-SOS-WY090-188-LINCOLN-20,0.0057,2911424,0.0155,PEPR2,littleflower penstemon,Penstemon,procerus,,,,,Penstemon procerus,SCROPHULARIACEAE,PEPR2,9/10/2020,WY090-188,188,WY090,,"Boies, A., Grelecki, A",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From Alt30/189 Junction in Kemmerer, take 189 N 5 miles, turning NW on County Road 306 (CR 306). Follow CR306 for 9.3 miles. Bear left at fork for .3 miles. Collection took place on both sides of road, but most abundant on E side on hill sides.","41°59' 18.0"" N","110°31' 32.2"" W",41.98833,-110.52561,GPS,WGS84,7418,FT,BLM,Eriogonum umbellatum:Achillea millefolium:Artemisia tridentata ssp. vaseyana:Lupinus argenteus:Hordeum brachyantherum:Symphyotrichum lanceolatum,Grazed:Trampled,Flat,20,NE,Wetland complex,,Frontier Formation,"Clay, Silt",207,1500,2,P,"In fruit. Growing most abundantly on E, NE slopes. When in flower the color is blue/purple with white inner throat. Flowers grow in clusters along upper part of the stem.",,"Boies, A., Grelecki, A.:In Field:09 JUL 2020",0::Vouchers will be taken in 2021,,,44089,,,,WEB,2-Jan,2.5Y 4/2,44130,PENSTEMON,procerus,2020,
'SOS-WY090-189,ACMI2-SOS-WY090-189-LINCOLN-20,0.0028,4429687,0.0102,ACMI2,common yarrow,Achillea,millefolium,,,,,Achillea millefolium,ASTERACEAE,ACMI2,9/15/2020,WY090-189,189,WY090,,"Boies, A., Grelecki, A",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From Alt30/189 Junction in Kemmerer, take 189 N 5 miles, turning NW on County Road 306 (CR 306). Follow CR306 for 9.3 miles. Bear left at fork for .25 miles, turn W onto two-track for .15 miles or until it ends. Collection site is .15 miles to the N.","41°59' 26.2"" N","110°31' 34.8"" W",41.99061,-110.52633,GPS,WGS84,7442,FT,BLM,Eriogonum umbellatum:Artemisia tridentata ssp. vaseyana:Linum lewisii:Penstemon procerus,Grazed,Flat,15,NE,Sagebrush steppe/wet meadow,,Frontier Formation,"Clay, Silt",461,5000,2,P,"In fruit. Leaves mostly basal, though some smaller ones are on upper parts of stem. Flowers are in an umbel cluster with 5 petals each, white/cream in color.",,"Boies, A., Grelecki, A.:In Field:09 JUL 2020",0::Specimens will be collected in 2021,,,,,,,WEB,1,2.5Y 4/2,44130,ACHILLEA,millefolium,2020,
'SOS-WY090-190,ACMI2-SOS-WY090-190-LINCOLN-20,0.0028,4447058,0.0101,ACMI2,common yarrow,Achillea,millefolium,,,,,Achillea millefolium,ASTERACEAE,ACMI2,9/17/2020,WY090-190,190,WY090,,"Boies, A., Grelecki, A",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"Follow HWY 232 N from Cokeville for 12.25 miles. Turn E/NE onto a gravel road and follow for .74 miles. There is a dirt two track that cross a stream, this road goes E. Follow for .12 miles until you have crossed onto BLM.","42°14' 21.6"" N","110°51' 22.2"" W",42.23933,-110.85616,GPS,WGS84,6755,FT,BLM,Artemisia tridentata ssp. vaseyana:Symphyotrichum ascendens:Purshia tridentata:Poa secunda:Eriogonum umbellatum:Lupinus sp.,Grazed,Hills,15,"E, SE",Sagebrush steppe,,Gannett Group,Silt,629,5000,1,P,"In fruit. Leaves mostly basal, though some smaller ones are on upper parts of stem. Flowers are in an umbel cluster with 5 petals each, white/cream in color.",,"Boies, A., Grelecki, A.:In Field:17 SEP 2020",0::Vouchers will be collected in 2021.,,,,,,,WEB,1,5YR 3/3,44130,ACHILLEA,millefolium,2020,
'SOS-WY090-191,SYAS3-SOS-WY090-191-LINCOLN-20,0.0054,2314285,0.0195,SYAS3,western aster,Symphyotrichum,ascendens,,,,,Symphyotrichum ascendens,COMPOSITAE,SYAS3,9/17/2020,WY090-191,191,WY090,,"Boies, A., Grelecki, A",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"Follow HWY 232 N from Cokeville for 12.25 miles. Turn E/NE onto a gravel road and follow for .74 miles. There is a dirt two track that cross a stream, this road goes E. Follow for .12 miles until you have crossed onto BLM.","42°14' 21.7"" N","110°51' 21.8"" W",42.23936,-110.85605,GPS,WGS84,6755,FT,BLM,Achillea millefolium:Artemisia tridentata ssp. vaseyana:Purshia tridentata:Poa secunda:Eriogonum umbellatum:Lupinus sp.,Grazed,Hills,,"E, SE",Sagebrush steppe,,Gannett Group,Silt,532,5000,1,P,"Mostly in fruit, some still flowering. Hairs present on stem and leaf margins. Spinulous tip on leaves and involucre bracts. Involucre bracts obtuse. Ray flowers light lavender.",,"Boies, A., Grelecki, A.:In Field:17 SEP 2020",0::Vouchers will be taken in 2021,,,,,,,WEB,0.6,5YR 3/3,44130,SYMPHYOTRICHUM,ascendens,2020,
'SOS-WY090-192,SYAS3-SOS-WY090-192-LINCOLN-20,0.0053,2443965,0.0185,SYAS3,western aster,Symphyotrichum,ascendens,,,,,Symphyotrichum ascendens,COMPOSITAE,SYAS3,9/21/2020,WY090-192,192,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From Junction of WY089 and US30 follow US30 East toward Kemmerer for 4.9 miles, at turn off there is a large fence, go under the under pass heading north. Stay on this road for 1.5 miles, at fork bear W for 1.25 miles.","41°50' 36.1"" N","110°54' 18.7"" W",41.84336,-110.90519,GPS,WGS84,6505,FT,BLM,Artemisia tridentata ssp. tridentata:Achillea millefolium:Chrysothamnus viscidiflorus:Poa secunda,Grazed:Trampled,Flat,0,,Sagebrush steppe/wet meadow,,Stump Formation,Clay,1223,10000,2,P,"Mostly in fruit, some still flowering. Hairs present on stem and leaf margins. Spinulous tip on leaves and involucre bracts. Involucre bracts obtuse. Ray flowers light lavender.",,"Boies, A., Grelecki, A.:In Field:10 SEP 2020",0::Vouchers will be taken in 2021,,,44096,,,,WEB,>.6-1,10YR 4/3,44130,SYMPHYOTRICHUM,ascendens,2020,
'SOS-WY090-193,ACMI2-SOS-WY090-193-LINCOLN-20,0.0034,3718032,0.0121,ACMI2,common yarrow,Achillea,millefolium,,,,,Achillea millefolium,ASTERACEAE,ACMI2,9/23/2020,WY090-193,193,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From Junction of WY089 and US30 follow US30 East toward Kemmerer for 4.9 miles, at turn off there is a large fence, go under the under pass heading north. Stay on this road for 1.5 miles, at fork bear W for 1.25 miles.","41°51' 44.7"" N","110°53' 14"" W",41.86241,-110.88722,GPS,WGS84,7330,FT,BLM,Chrysothamnus viscidiflorus:Koeleria macrantha:Koeleria macrantha:Amelanchier alnifolia:Castilleja sp.:Purshia tridentata,Grazed,Rolling hills,5-Feb,"SE, S",Sagebrush steppe/low rolling hills,,Stump Formation,Sand,796,5000,1,P,"In fruit. Leaves mostly basal, though some smaller ones are on upper parts of stem. Flowers are in an umbel cluster with 5 petals each, white/cream in color.",,"Boies, A., Grelecki, A.:From pressed specimen on day of collection:22 SEP 2020",0::Vouchers will be taken in 2021,,,,,,,WEB,1-1.5,10YR 4/4,44130,ACHILLEA,millefolium,2020,
'SOS-WY090-194,SYAS3-SOS-WY090-194-LINCOLN-20,0.0029,2668235,0.0169,SYAS3,western aster,Symphyotrichum,ascendens,,,,,Symphyotrichum ascendens,COMPOSITAE,SYAS3,9/24/2020,WY090-194,194,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From the junction of HWY30 and Co Rd 300 travel E for 1.69 miles. Travel N/NW for 1.28 miles, at this junction bear N. Travel for 1.75 miles on this road to get to collection area.","41°51' 11.0"" N","110°48' 12.1"" W",41.85305,-110.80336,GPS,WGS84,7216,FT,BLM,Chrysothamnus viscidiflorus:Artemisia arbuscula:Eriogonum umbellatum:Poa secunda:Amelanchier sp.:Amelanchier sp.:Stenotus,Grazed,Flat,9,NE,Sagebrush steppe,,Evanston Formation,Sand,550,3000,4,P,In fruit and flower. Ray flowers are light purple. Phyllaries obtuse. Leaves longer than they are wide. Leaf and phyllary spinulose tipped.,,"Boies, A., Grelecki, A.:In Field:23 SEP 2020",0::Vouchers will be taken in 2021,,,,,,,WEB,>.5,7.5YR 3/2,44130,SYMPHYOTRICHUM,ascendens,2020,
'SOS-WY090-196,ACMI2-SOS-WY090-196-LINCOLN-20,0.0032,4200000,0.0107,ACMI2,common yarrow,Achillea,millefolium,,,,,Achillea millefolium,ASTERACEAE,ACMI2,10/1/2020,WY090-196,196,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From the junction of HWY30 and Co Rd. 300, travel E on Co Rd 300 for 1.69 miles. Travel N/NW for 1.28 miles, at this junction bear N. Travel for 1.75-2 miles on this road to get to collection area.","41°51' 19.3"" N","110°48' 06.2"" W",41.85536,-110.80172,GPS,WGS84,7226,FT,BLM,Purshia tridentata:Symphyotrichum ascendens:Koeleria macrantha:Poa secunda:Artemisia cana:Artemisia arbuscula:Eriogonum umbellatum,Grazed,,4,NE,Sagebrush steppe/low rolling hills,,,Sand,796,15000,5,G,"In fruit at time of collection. When in flower, leaves are mostly basal with some on upper stem. Leaf is lacey. Infloresence is a cluster of 5 petaled white to cream colored flowers in an umbel.",,"Boies, A., Grelecki, A.:In Field:23 SEP 2020",0::Vouchers will be taken in 2021.,,,,,,,WEB,.6-2,7.5YR 3/2,44105,ACHILLEA,millefolium,2020,
'SOS-WY090-197,ACMI2-SOS-WY090-197-LINCOLN-20,0.0033,3910344,0.0115,ACMI2,common yarrow,Achillea,millefolium,,,,,Achillea millefolium,ASTERACEAE,ACMI2,10/2/2020,WY090-197,197,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From Cokeville, WY follow HWY 232 N/NE for 2.98 miles. Turn E onto Co. Rd 204 following the sign for Pine Creek Ski Resort. Follow for CR 204 for 4.33 miles. Collection area is around the vehicle pullout.","42°06' 30.4"" N","110°49' 32.2"" W",42.10844,-110.82561,GPS,WGS84,6868,FT,BLM,Cirsium sp.:Artemisia tridentata ssp. vaseyana:Eriogonum umbellatum:Populus tremuloides:Bromus tectorum,Grazed,Mountains,0,,"Sagebrush steppe; along road near a ski area, adjacent to a riparian zone and Douglas Fir/Aspen forest nearby",,Stump Formation,Other : Loam,238,2000,3,P,"Mostly in fruit though a few in flower. Leaves typically basal, smaller ones can be further up the stem. Infloresence is an umbel cluster of white/cream colored flowers each with 5 petals.",,"Boies, A., Grelecki, A.:In Field:02 OCT 2020",0::Vouchers will be taken in 2021,,,44109,,,,WEB,2-Jan,10YR 3/2,44130,ACHILLEA,millefolium,2020,
'SOS-WY090-198,PEPR2-SOS-WY090-198-LINCOLN-20,0.0023,3106849,0.0145,PEPR2,littleflower penstemon,Penstemon,procerus,,,,,Penstemon procerus,SCROPHULARIACEAE,PEPR2,10/5/2020,WY090-198,198,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From Cokeville, WY follow HWY 232 N/NE for 2.98 miles. Turn E onto Co. Rd 204 following the sign for Pine Creek Ski Resort. Follow for CR 204 for 4.33 miles. Collection area is around the vehicle pullout.","42°06' 30.4"" N","110°49' 32.2"" W",42.10844,-110.82561,GPS,WGS84,6868,FT,BLM,Eriogonum umbellatum:Artemisia tridentata ssp. vaseyana:Cirsium sp.:Populus tremuloides:Achillea millefolium,Grazed,Mountains,9,E,"Sagebrush steppe; along road near a ski area, adjacent to a riparian zone and Douglas Fir/Aspen forest nearby",,Stump Formation,Sand,203,1200,1,P,In fruit. Growing on E slopes. When in flower the color is blue/purple with white inner throat. Flowers grow in clusters along upper part of the stem.,,"Boies, A., Grelecki, A.:In Field:05 OCT 2020",0::Vouchers will be collected in 20201,,,,,,,WEB,.6-1.5,7.5YR 3/3,44130,PENSTEMON,procerus,2020,
'SOS-WY090-199,ERUM-SOS-WY090-199-LINCOLN-20,0.0521,275242,0.1647,ERUM,sulphur-flower buckwheat,Eriogonum,umbellatum,,,,,Eriogonum umbellatum,POLYGONACEAE,ERUM,10/5/2020,WY090-199,199,WY090,,"Boies, A., Grelecki, A",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From Cokeville, WY follow HWY 232 N/NE for 2.98 miles. Turn E onto Co. Rd 204 following the sign for Pine Creek Ski Resort. Follow for CR 204 for 4.33 miles. Collection area is around the vehicle pullout.","42°06' 30.4"" N","110°49' 32.2"" W",42.10844,-110.82561,GPS,WGS84,6886,FT,BLM,Achillea millefolium:Mahonia repens:Purshia tridentata:Artemisia tridentata ssp. vaseyana:Penstemon procerus,,Mountains,25-May,E,"Sagebrush steppe; along road near a ski area, adjacent to a riparian zone and Douglas Fir/Aspen forest nearby",,Stump Formation,Sand,261,1500,5,P,Umbel inflorescence with cream and pink flowers. Leaves green and sometimes reddish. Mat forming.,,"Boies, A., Grelecki, A.:In Field:05 OCT 2020",0::Vouchers will be collected in 2021.,,,44110,,,,WEB,1-1.5,7.5YR 3/3,44130,ERIOGONUM,umbellatum,2020,
'SOS-WY090-200,ACHY-SOS-WY090-200-LINCOLN-20,0.0232,220194,0.2059,ACHY,Indian ricegrass,Achnatherum,hymenoides,,,,,Achnatherum hymenoides,POACEAE,ACHY,7/29/2020,WY090-200,200,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"Traveling E on I-80 from the UT/WY border, take exit 66. Follow the exit to merge onto US HWY 30, heading N for 11 miles (from the exit). Turn E onto a gravel road and stay on this road (across the train tracks) for 2.88 miles. Turn E at the junction and follow for 2 miles. Turn S for .5 miles. Collection area is in area to the S of the oil pad on foot.","41°38' 19.14"" N","110°7' 6.8736"" W",41.63865,-110.11857,GPS,WGS84,6483,FT,BLM,Artemisia arbuscula:Castilleja sp.:Linanthus pungens:Elymus elymoides ssp. elymoides:Nassella viridula,,flat with buttes,0,,Sagebrush steppe,,Bridger Formation,Sand,171,100000,5,P,"Bunchgrass, almost forming a circle with leaves appearing to grow from center. Panicle seed head. Leaf blades rolled. Sheath open, auricles absent, ligule membranous.",,"Boies, A., Grelecki, A.:From pressed specimen on day of collection:07 JUL 2020",0::Vouchers will be taken in 2021,,,,,,,WEB,2-Jan,2.5YR 5/2,44130,ACHNATHERUM,hymenoides,2020,
'SOS-WY090-201,ACMI2-SOS-WY090-201-UINTA-20,0.0039,3532710,0.0128,ACMI2,common yarrow,Achillea,millefolium,,,,,Achillea millefolium,ASTERACEAE,ACMI2,10/7/2020,WY090-201,201,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Uinta,,,"From Evanston, WY traveling E on I-80 take exit 30, turn S onto Co. Rd 173 for 6.76 miles. At this junction turn S/SE onto Co. Rd. 204 for 7.75 miles. Turn S/SW onto Co. Rd 271 and follower for 15.13 miles. At this point there is a two-track dirt road to the E that leads to a camping area. It is in and around here that the collection was made.","41°00 06.9"" N","110°35' 22.2"" W",41.00191,-110.5895,GPS,WGS84,8751,FT,BLM,Phacelia hastata:Eriogonum umbellatum:Artemisia cana:Artemisia tridentata ssp. vaseyana,Grazed,flat,0-2,E,Sagebrush steppe,,Glacial deposits,Sand,298,2000,3,P,"In fruit. When in flower leaves basal, some smaller leaves toward top of stem. Flowers are a clustered umbel. Individual flowers are 5 petaled, white/cream in color.",,"Boies, A., Grelecki, A.:In Field:07 OCT 2020",0::Vouchers will be taken in 2021,,,,,,,WEB,,7.5YR 5/2,44130,ACHILLEA,millefolium,2020,
'SOS-WY090-202,ERUM-SOS-WY090-202-LINCOLN-20,0.074,150037,0.3023,ERUM,sulphur-flower buckwheat,Eriogonum,umbellatum,,,,,Eriogonum umbellatum,POLYGONACEAE,ERUM,8/18/2020,WY090-202,202,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From Kemmerer travel North on Hwy 189 for 9.5 miles, turn South (right) onto the BLM road for around 0.4 miles","41°51' 43.848"" N","110°27' 14.508"" W",41.86218,-110.45403,GPS,WGS84,7336,FT,BLM,Antennaria sp.:Linanthus pungens:Poa secunda:Artemisia tridentata ssp. vaseyana,Grazed,flat,9,"N, NE",Sagebrush steppe,,Green River Formation,Sand,251,1500,3,P,Umbel inflorescence with cream and pink flowers. Leaves green and sometimes reddish. Mat forming.,,"Boies, A., Grelecki, A.:In Field:18 JUN 2020","3:18 JUN 2020:Denver Botanic Garden, Smithsonian Institute and Kemmerer Field Office",,,,,,,WEB,.6-1,10YR 3/3,44130,ERIOGONUM,umbellatum,2020,
