Accession,Inventory,Accession Prefix,Accession Number,Name,Source Code,lbs Shipped,100-Sd (g),Est Seed,Divisor,NCGRP,-20°C,4°C,Seeds/Lb,Species Code,Common Name,Genus,Species,label ss,Taxon,SubSpecies,label var,Variety,NAME,GENUS,SPECIES,FAMILY,ABBREV_NAME,COLL_DT,COLL_YR,ACC_NUM,COLL_NUM,COLL_ID,SECONDARY_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,KEYWORD,MISC,SECOND_COLL_DT,DATE_AS_GIVEN,CREATED_BY,ACC_DT,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,ASSOCIATED_TAXA_FULL,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,GEOLOGY,SOIL_TYPE,DESCRIPTION,PSOURCE_FULL,USER1,USER2,USER3,USER4,USER5,USER6,USER7,USER8,USER9,USER10
W6 55613,W6 55613 2018o SD,W6,55613,NM080-99,SPAI-SOS-NM080-99-EDDY-17,0.0064,0.0233,12459,3,0.97,0.97,0.97,1938461,SPAI,alkali sacaton,Sporobolus,airoides,,Sporobolus airoides,,,,Sporobolus airoides,SPOROBOLUS,airoides,POACEAE,SPAI,18-Sep-17,2017,NM080-99,99,NM080,CFO201709181030,,C. Black,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Ben Slaughter Draw,"Leave from CFO and turn right onto E Greene St. for ~0.8 miles then turn left onto S Canal St. and follow US-180 W for ~26 miles then turn left onto Dillahunty Rd. Drive ~7 miles down Dillahunty, site is on the right side (South) of the road past the fence.","32°2' 18.56"" N","104°18' 42.19"" W",32.03848,-104.31171,GPS,WGS84,3406,FT,Bureau of Land Management,,,,,WEB,4-Oct-17,700 plants sampled,>5000,1,P,Calylophus hartwegii:Prosopis glandulosa:Bouteloua gracilis:Thelesperma megapotamicum:Cirsium sp.,Flood Plain/Basin,5,S,Sporobolus airoides dominated field,Castile Formation,Other : Loamy Sand,"Grows in clumps with narrow grayish green leaves that turn light tan, seedheads have small reddish spikelets",,Grazing,Grazed,,K. Sandbom:From pressed specimen on day of collection:18 SEP 2017,3:18 SEP 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,5-Mar,10 YR 6/3,0
W6 55614,W6 55614 2018o SD,W6,55614,WY050-152,ERWI-SOS-WY050-152-FREMONT-17,0.011,0.0489,10203,3,1.66,1.66,1.66,926470,ERWI,Wilcox's woollystar,Eriastrum,wilcoxii,,Eriastrum wilcoxii,,,,Eriastrum wilcoxii,ERIASTRUM,wilcoxii,POLEMONIACEAE,ERWI,6-Jun-17,2017,WY050-152,152,WY050,Prescott-9,,"Coggin, C., Freeland, E., Prescott, L.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander Field Office,Tough Creek Rd.,"From Shoshoni, Drive 6.5 miles North on Route 20, take the second right to turn onto Tough Creek Rd., you should see the Boysen Reservoir on your left, take an immediate right at the fork and drive approximately 1 mile.","43°19' 1.108"" N","108°5' 41.238"" W",43.31697,-108.09478,GPS,NAD83,4960,FT,BLM,,,9-Jun-17,"06/16/2017, 06/19/2017",WEB,4-Oct-17,1015 plants sampled,20000,2,P,Yucca sp.:Sphaeralcea coccinea:Oenothera pallida ssp. trichocalyx:Bouteloua gracilis:Opuntia polyacantha,Basin Flat,2,"SE, S",Dry Bunchgrass Flat,Wind River Formation,Other : Sandy Loam,Small annual with pink flowers,,Grazed,Grazed,,"E. Freeland, BLM:In Field:06 JUN 2017","3:06 JUN 2017:Smithsonian, Rocky Mountain Herbarium, Lander Field Office",,,0.5,10YR 5/3,2
W6 55615,W6 55615 2018o SD,W6,55615,WY050-153,MUDI-SOS-WY050-153-FREMONT-17,0.0846,0.3213,11943,3,12.75,12.75,12.73,141132,MUDI,leafy wildparsley,Musineon,divaricatum,,Musineon divaricatum,,,,Musineon divaricatum,MUSINEON,divaricatum,APIACEAE,MUDI,22-Jun-17,2017,WY050-153,153,WY050,Freeland-8356,,"Coggin, C., Prescott, L.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander Field Office,Tough Creek Rd.,"From Shoshoni, drive 6.4 miles North on Rt. 20, take the second right to turn onto Tough Creek Rd., you should see the Boysen Reservoir on the left, take an immediate right at the fork and drive 1.5 miles to the cattle gate and take a right at the fork.","43°18' 48.647"" N","108°5' 24.656"" W",43.31351,-108.09018,GPS,NAD83,5000,FT,BLM,,,23-Jun-17,6/27/2017,WEB,4-Oct-17,480 plants sampled,20000,1,P,Allium textile:Atriplex gardneri:Opuntia polyacantha:Achnatherum hymenoides:Monolepis nuttalliana:Artemisia pedatifida:Atriplex confertifolia,Toeslope Outwash,1,"N, NE, E, W",Dry Clay Flat,Wind River Formation,Other : Silty Clay,"Yellow Flower, Leaves Dark Green, not glaucous",,Grazed,Grazed,,E. Freeland-BLM:From pressed specimen on another date:21 JUN 2017,"3:23 MAY 2017:Smithsonian, Rocky Mountain Herbarium, Lander Field Office",,,1,2.5YR 7/1,2
W6 55616,W6 55616 2018o SD,W6,55616,WY050-154,ASPUP7-SOS-WY050-154-FREMONT-17,0.1107,0.3832,13103,3,16.72,16.72,16.73,118361,ASPUP7,woollypod milkvetch,Astragalus,purshii,,Astragalus purshii,,var.,purshii,Astragalus purshii var. purshii,ASTRAGALUS,purshii,FABACEAE,ASPUP7,21-Jun-17,2017,WY050-154,154,WY050,Prescott-16,,"Coggin, C., Prescott, L., Freeland, E.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander Field Office,Sanddraw highway,"From Riverton, head southeast on SandDraw highway for 14 miles, take a left onto route 317 (oil springs rd.) drive 0.4 miles and keep left at the fork, continue .75 miles keep right at the fork and continue 1 mile, the collection site surrounds you on all sides.","42°50' 2.527"" N","108°11' 55.589"" W",42.83403,-108.19877,GPS,NAD83,5800,FT,BLM,,,22-Jun-17,6/27/2017,WEB,4-Oct-17,360 plants sampled,1000,3,P,Artemisia tridentata:Artemisia pedatifida:Opuntia sp.:Atriplex gardneri:Poa secunda:Vicia sp.:Carex filifolia,Rolling Sage hills,15,W,Sagebrush Grasslands,Wind River Formation,Other : Clay Loam,,,Grazed,Grazed,,"E. Freeland, BLM:In Field:21 JUN 2017","3:21 JUN 2017:Smithsonian, Rocky Mountain Herbarium, Lander Field Office",,,0.25,7.5YR 5/3,
W6 55617,W6 55617 2018o SD,W6,55617,WY050-155,ERPU2-SOS-WY050-155-FREMONT-17,0.0021,0.0053,17972,3,0.33,0.33,0.33,8531707,ERPU2,shaggy fleabane,Erigeron,pumilus,,Erigeron pumilus,,,,Erigeron pumilus ssp. pumilus,ERIGERON,pumilus,ASTERACEAE,ERPUP3,26-Jun-17,2017,WY050-155,155,WY050,Coggin-17,,"Coggin, C., Prescott, L.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander Field Office,Johnny Behind the Rocks,"From Lander, head southwest on Rt. 267, drive for 8.5 miles, take a left onto Rt. 287 drive for 6 miles, JBR lot is on the left","42°41' 45.448"" N","108°32' 42.579"" W",42.69595,-108.54516,GPS,NAD83,5741,FT,BLM,,,28-Jun-17,6/30/2017,WEB,4-Oct-17,625 plants sampled,5000,1,P,Juniperus sp.:Allium textile:Artemisia tridentata:Cryptantha sp.:Arenaria hookeri:Opuntia sp.,Basin,3,W,sagebrush grasslands,"Cloverly, Morrison and Sundance Formations",Other : Loam,,,Recreation,Grazed,,E. Freeland-BLM:From pressed specimen on another date:24 JUL 2017,"3:05 JUN 2017:Smithsonian, Rocky Mountain Herbarium, Lander Field Office",,,1,5YR 5/5,2
W6 55618,W6 55618 2018o SD,W6,55618,WY050-156,TOIN-SOS-WY050-156-FREMONT-17,0.0249,0.0831,13591,3,3.78,3.78,3.79,545192,TOIN,hoary Townsend daisy (mountain),Townsendia,incana,,Townsendia incana,,,,Townsendia incana,TOWNSENDIA,incana,ASTERACEAE,TOIN,26-Jun-17,2017,WY050-156,156,WY050,Coggin-18,,"Coggin, C., Prescott, L.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander Field Office,Johnny Behind the Rocks,"From Lander, head southeast on 267 for 8.5 miles then turn left onto Rt. 285 for 6 miles, JBR lot is on your left","42°41' 45.448"" N","108°32' 42.579"" W",42.69595,-108.54516,GPS,NAD83,5741,FT,BLM,,,28-Jun-17,6/30/2017,WEB,4-Oct-17,540 plants sampled,5000,2,P,Carex filifolia:Artemisia sp.:Allium textile:Erigeron sp.:Astragalus missouriensis:Opuntia sp.:Polygonum sp.,Basin,3,W,Sagebrush grasslands with occasional Juniperus,"Cloverly, Morrison, and Sundance Formations",Other : Loam,,,Recreation,Grazed,,E. Freeland-BLM:From pressed specimen on another date:24 JUL 2017,"3:05 JUN 2017:Smithsonian, Rocky Mountain Herbarium, Lander Field Office",,,0.25,5YR 5/5,2
W6 55619,W6 55619 2018o SD,W6,55619,WY050-157,STAR10-SOS-WY050-157-FREMONT-17,0.0672,0.2205,13824,3,10.23,10.23,10.01,205621,STAR10,thrift mock goldenweed,Stenotus,armerioides,,Stenotus armerioides,,,,Stenotus armerioides var. armerioides,STENOTUS,armerioides,ASTERACEAE,STARA,23-Jun-17,2017,WY050-157,157,WY050,Coggin-20,,"Coggin, C., Freeland, E., Prescott, L.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander Field Office,Johnny Behind the Rocks,"From Lander, head southeast on Rt. 267, drive for 8.5 miles, take a left onto Rt. 287, drive for 6 miles, JBR lot is on the left.","42°41' 40.897"" N","108°32' 49.426"" W",42.69469,-108.54706,GPS,NAD83,5820,FT,BLM,,,28-Jun-17,,WEB,4-Oct-17,390 plants sampled,3000,2.5,P,Allium textile:Astragalus convallarius:Juniperus sp.:Penstemon eriantherus:Artemisia sp.:Cryptantha sp.:Astragalus sericoleucus,Rocky Ridge,20,"N, NE, E, SE","Sparsely vegetated, Rocky slopes and ridges","Gypsum Spring, Nugget Sandstone and Chugwater Formations",Other : Loam,,,Recreation,Grazed,,"E. Freeland, BLM:From pressed specimen on another date:28 JUN 2017","3:05 JUN 2017:Smithsonian, Rocky Mountain Herbarium, Lander Field Office",,,1,5YR 5/5,2
W6 55620,W6 55620 2018o SD,W6,55620,WY050-158,OEPAT-SOS-WY050-158-FREMONT-17,0.0083,0.0322,11692,3,1.27,1.27,1.3,1406075,OEPAT,pale evening primrose,Oenothera,pallida,spp.,Oenothera pallida,trichocalyx,,,Oenothera pallida ssp. trichocalyx,OENOTHERA,pallida,ONAGRACEAE,OEPAT,23-Jun-17,2017,WY050-158,158,WY050,Freeland-8369,,"Coggin, C., Culp, B., Prescott, L.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander Field Office,Tough Creek Rd.,"From Shoshoni, drive 6.5 miles north on Rt. 20, Take second right onto Tough Creek Rd., the Reservoir should be visible on the left. Take an immediate right at the fork and drive for approximately 1 mile","43°19' 1.543"" N","108°5' 41.976"" W",43.31709,-108.09499,GPS,NAD83,4970,FT,BLM,,,27-Jun-17,"6/23/17, 7/3/17",WEB,4-Oct-17,216 plants sampled,20000,3,P,Bouteloua gracilis:Sphaeralcea coccinea:Opuntia polyacantha:Lupinus pusillus:Eriogonum sp.:Descurainia pinnata:Chenopodium sp.,Basin Flat,2,"SE, S",Desert Grasslands,Wind River Formation,Other : Sandy Loam,,,Grazed,Grazed,,E. Freeland-BLM:From pressed specimen on another date:24 JUL 2017,"3:25 MAY 2017:Smithsonian, Rocky Mountain Herbarium, Lander Field Office",,,1,10YR 5/3,2
W6 55621,W6 55621 2018o SD,W6,55621,WY050-159,LUPU-SOS-WY050-159-FREMONT-17,0.1629,1.8449,4005,2,36.92,36.87,NA,24585,LUPU,rusty lupine,Lupinus,pusillus,,Lupinus pusillus,,,,Lupinus pusillus,LUPINUS,pusillus,FABACEAE,LUPU,27-Jun-17,2017,WY050-159,159,WY050,Prescott-10,,"Prescott, L., Culp, B.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander Field Office,Tough Creek Rd.,"From Shoshoni, drive 6.5 miles north on Rt. 20, take second right onto Tough Creek Rd., Boysen Reservoir should be on your left, take an immediate right at the fork and drive 1 mile population is widespread here.","43°19' 1.917"" N","108°5' 40.789"" W",43.31719,-108.09466,GPS,NAD83,4965,FT,BLM,,,29-Jun-17,"06/30/2017, 07/03/2017",WEB,4-Oct-17,331 plants sampled,15000,2.5,B,Yucca sp.:Sphaeralcea coccinea:Oenothera pallida ssp. trichocalyx:Bouteloua gracilis:Opuntia sp.,Basin Flat,2,"E, SE, S",Desert Grassland,Wind River Formation,Other : Sandy Loam,,,Grazed,Grazed,,E. Freeland-BLM:In Field:12 JUN 2017,"3:06 JUN 2017:Smithsonian, Rocky Mountain Herbarium, Lander Field Office",,,1,10YR 5/3,2
W6 55622,W6 55622 2018o SD,W6,55622,WY050-160,ALTE-SOS-WY050-160-FREMONT-17,0.084,0.3403,11196,3,12.72,12.72,12.67,133270,ALTE,textile onion,Allium,textile,,Allium textile,,,,Allium textile,ALLIUM,textile,ALLIACEAE,ALTE,6-Jul-17,2017,WY050-160,160,WY050,Prescott-6,,"Prescott, L.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander Field Office,Sand Draw Highway,"From Riverton, head southeast on Sand Draw Highway for 14 miles, then turn left onto Rt. 317, drive .4 miles, keep left at the fork and drive .75 miles, keep right at the fork then continue for 1 mile, the population surrounds your location.","42°50' 41.95"" N","108°10' 36.6"" W",42.84498,-108.17683,GPS,NAD83,5800,FT,BLM,,,7-Jul-17,,WEB,4-Oct-17,1100 plants sampled,15000,4,P,Artemisia pedatifida:Opuntia polyacantha:Carex filifolia:Artemisia tridentata:Atriplex gardneri:Poa secunda:Vicia sp.,Rolling Hills,15,W,Sagebrush Grasslands,Wind River Formation,Other : Clay Loam,,,Grazed,Grazed,,E. Freeland-BLM:In Field:25 MAY 2017,"3:25 MAY 2017:Smithsonian, Rocky Mountain Herbarium, Lander Field Office",,,1,7.5YR 5/3,2
W6 55623,W6 55623 2018o SD,W6,55623,WY050-161,MAGRG-SOS-WY050-161-FREMONT-17,0.0379,0.1255,13698,3,5.72,5.72,5.75,361146,MAGRG,rayless tansyaster,Machaeranthera,grindelioides,,Machaeranthera grindelioides,,var.,grindelioides,Machaeranthera grindelioides var. grindelioides,MACHAERANTHERA,grindelioides,ASTERACEAE,MAGRG,7-Jul-17,2017,WY050-161,161,WY050,Freeland-8372,,"Freeland, E.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander Field Office,,"From Moneta, Travel north on Moneta-Lysite Road approx. 5.1 miles to an unmapped two-track on the west side of the highway. Follow approximately .2 miles.","43°13' 45.41"" N","107°41' 22.91"" W",43.22928,-107.68969,GPS,NAD83,5580,FT,BLM,,,,,WEB,4-Oct-17,600 plants sampled,10000,5,P,Achnatherum hymenoides:Artemisia tridentata:Hesperostipa comata:Artemisia pedatifida,Clay Hills,50,"N, NE, E, SE, S, SW, W, NW",Sagebrush Grasslands and Eroding Clay Badlands,Wind River Formation,Other : Sandy Clay,,,Grazed,Grazed,,E. Freeland-BLM:In Field:07 JUL 2017,"3:07 JUL 2017:Smithsonian, Rocky Mountain Herbarium, Lander Field Office",,,1,2.5YR 6/2,2
W6 55624,W6 55624 2018o SD,W6,55624,WY050-162,SPCO-SOS-WY050-162-FREMONT-17,0.09,0.3257,12534,3,13.66,13.66,13.57,139226,SPCO,scarlet globemallow,Sphaeralcea,coccinea,,Sphaeralcea coccinea,,,,Sphaeralcea coccinea,SPHAERALCEA,coccinea,MALVACEAE,SPCO,11-Jul-17,2017,WY050-162,162,WY050,Prescott-11,,"Coggin, C., Prescott, L.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander Field Office,Tough Creek Rd.,"From Shoshoni, drive 6.5 miles north on rt. 20, take second right turn onto Tough Creek Rd. take immediate right and drive for approximately 1 mile.","43°19' 1.375"" N","108°5' 40.274"" W",43.31704,-108.09452,GPS,NAD83,4970,FT,BLM,,,12-Jul-17,,WEB,4-Oct-17,1983 plants sampled,100000,20,P,Yucca sp.:Lupinus pusillus:Oenothera pallida ssp. trichocalyx:Opuntia polyacantha:Achnatherum hymenoides,Basin Flat,2,"SE, S",Desert Grasslands,Wind River Formation,Other : Sandy Loam,Bright orange petals,,Grazed,Grazed,,E.Freeland-BLM:In Field:06 JUN 2017,"3:06 JUN 2017:Smithsonian, Rocky Mountain Herbarium, Lander Field Office",,,1,10YR 5/3,
W6 55625,W6 55625 2018o SD,W6,55625,WY050-163,OECAC2-SOS-WY050-163,0.05,0.1847,12279,3,7.62,7.62,7.62,245534,OECAC2,tufted evening primrose,Oenothera,caespitosa,spp.,Oenothera caespitosa,caespitosa,,,Oenothera caespitosa ssp. caespitosa,OENOTHERA,caespitosa,ONAGRACEAE,OECAC2,6-Jul-17,2017,WY050-163,163,WY050,Coggin-1,,"Prescott, L., Freeland, E., Coggin, C.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander Field Office,Castle Gardens Rd.,"From Riverton take 136 west for 36 miles, turn left onto Rt. 506, Drive 6 miles then turn right onto Rt. 2107 (Castle Gardens Rd.) for .75 miles, population on rocky slopes.","42°57' 14.922"" N","107°41' 24.71"" W",42.95414,-107.69019,GPS,NAD83,5800,FT,BLM,,,12-Jul-17,,WEB,4-Oct-17,198 plants sampled,500,5,P,Sphaeralcea coccinea:Achnatherum hymenoides:Arenaria hookeri:Stenotus acaulis:Cryptantha sp.:Atriplex confertifolia,Low Rocky Ridges and Slopes,20,NW,"Sparsly Vegetated, Rocky Hilltops",Fort Union Formation,Other : Sandy Clay,"White flower, fading to pink",,Grazed,Grazed,,E. Freeland-BLM:In Field:05 JUN 2017,"3:30 MAY 2017:Smithsonian, Rocky Mountain Herbarium, Lander Field Office",,,0.5,10YR 6/3,2
W6 55626,W6 55626 2018o SD,W6,55626,WY050-164,PEHU-SOS-WY050-164-FREMONT-17,0.0101,0.0328,13967,3,1.53,1.53,1.46,1382084,PEHU,low beardtongue,Penstemon,humilis,,Penstemon humilis,,,,Penstemon humilis ssp. humilis,PENSTEMON,humilis,SCROPHULARIACEAE,PEHUH,10-Jul-17,2017,WY050-164,164,WY050,Prescott-7,,"Culp, B., Coggin, C., Ryan, C., Prescott, L., Freeland, E.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander Field Office,The BUS,"From Lander, take Rt. 193 west for 4 miles, parking is on the right, recreational area sampled on the left.","42°50' 11.837"" N","108°48' 53.968"" W",42.83662,-108.81499,GPS,NAD83,5740,FT,Wyoming,,,12-Jul-17,8/7/2017,WEB,4-Oct-17,950 plants sampled,10000,10,P,Artemisia tridentata:Astragalus miser:Oxytropis sp.:Poa secunda:Machaeranthera grindelioides:Orobanche corymbosa:Allium textile,Rolling Hills,15,"N, NE, E, SE, S, SW, W, NW",Sagebrush grasslands,"Gypsum Spring, Nugget Sandstone and Chugwater Formations",: Clay Loam,,,"Grazed, Recreational",Grazed,,E. Freeland-BLM:From pressed specimen on another date:10 AUG 2017,"3:31 MAY 2017:Smithsonian, Rocky Mountain Herbarium, Lander Field Office",,,1,7.5YR 4/4,
W6 55627,W6 55627 2018o SD,W6,55627,WY050-165,OXBE2-SOS-WY050-165-FREMONT-17,0.104,0.3699,12753,3,15.72,15.72,15.72,122601,OXBE2,Bessey's locoweed,Oxytropis,besseyi,,Oxytropis besseyi,,,,Oxytropis besseyi var. fallax,OXYTROPIS,besseyi,FABACEAE,OXBEF,17-Jul-17,2017,WY050-165,165,WY050,Coggin-21,,"Coggin, C., Prescott, L.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander Field Office,Johnny Behind the Rocks,"From Lander, head southeast on Rt. 267 for 8.5 miles then turn left onto Rt. 287 for 6 miles to parking lot on the left. From Parking lot follow dirt road north to a large opening in the canyon, plants are on the right face.","42°41' 57.43"" N","108°32' 49.49"" W",42.69928,-108.54708,GPS,NAD83,5860,FT,BLM,,,18-Jul-17,,WEB,4-Oct-17,275 plants sampled,500,1,B,Juniperus sp.:Cryptantha sp.:Astragalus convallarius:Carex filifolia:Allium textile,Slope/Side of Hill,30,"NE, E","Sparsly vegetated, rocky slopes","Cloverly, Morrison, and Sundance Formations",Other : Loam,,,Recreation and Grazing,Grazed,,E. Freeland-BLM:From pressed specimen on another date:24 JUL 2017,"3:05 JUN 2017:Smithsonian, Rocky Mountain Herbarium, Lander Field Office",,,1,5YR 5/5,2
W6 55628,W6 55628 2018o SD,W6,55628,WY050-166,COPA3-SOS-WY050-166-FREMONT-17,0.004,0.0851,2132,2,0.9,0.91,NA,532644,COPA3,maiden blue eyed Mary,Collinsia,parviflora,,Collinsia parviflora,,,,Collinsia parviflora,COLLINSIA,parviflora,SCROPHULARIACEAE,COPA3,5-Jul-17,2017,WY050-166,166,WY050,Prescott-17,,"Freeland, E., Prescott, L., Coggin, C.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander Field Office,Green Mountain,"From Jeffery City, take Rt. 287 east for 6 miles, turn south onto Green Mtn. Rd. for approximately 10 miles look for a large path on the right.","42°20' 43.41"" N","107°44' 35.96"" W",42.34539,-107.74332,GPS,NAD83,8600,FT,BLM,,,,,WEB,4-Oct-17,600 plants sampled,20000,3,P,Pinus contorta:Juniperus sp.:Juncus balticus:Poa sp.:Antennaria rosea:Lupinus argenteus:Penstemon procerus:Agoseris glauca:Juniperus communis var. depressa,Flat mountaintop,5,NE,Open Pinus contorta forest,Crooks Gap Conglomerate,Other : Sandy Clay,,,"Recreation, Grazing",Grazed,,E. Freeland-BLM:In Field:05 JUL 2017,"3:05 JUL 2017:Smithsonian, Rocky Mountain Herbarium, Lander Field Office",,,0.1,10YR 5/2,2
W6 55629,W6 55629 2018o SD,W6,55629,WY050-167,DOCOC3-SOS-WY050-167-FREMONT-17,0.0075,0.0273,12461,3,1.14,1.14,0.97,1657894,DOCOC3,Bonneville shootingstar,Dodecatheon,conjugens,spp.,Dodecatheon conjugens,conjugens,,,Dodecatheon conjugens ssp. conjugens,DODECATHEON,conjugens,PRIMULACEAE,DOCOC3,28-Jul-17,2017,WY050-167,167,WY050,,,"Coggin, C.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander Field Office,Green Mountain,"From Jeffery City, take 287 east for 6 miles, then turn right onto Green Mtn Rd. for 7 miles then keep right onto Green Mtn Rd. for 5 miles, population is in the mountaintop sage meadow.","42°20' 31.04"" N","107°43' 52.85"" W",42.34195,-107.73134,GPS,NAD83,9080,FT,BLM,,,31-Jul-17,8/2/2017,WEB,4-Oct-17,350 plants sampled,10000,10,P,Artemisia tridentata:Eriogonum sp.:Poa secunda:Lupinus sp.:Astragalus sp.:Lewisia rediviva,Flat Mountaintop,25,"N, NE, E, SE, S, SW, W, NW",Mountaintop Sage grassland Meadow,Crooks Gap Conglomerate,Other : Sandy Loam,,,Grazed,Grazed,,E. Freeland-BLM:From pressed specimen on another date:10 AUG 2017,"na::Vouchers to be taken in 2018, plant identified by fruiting material but phenology too advanced for herbarium quality questions",,,1,2.5YR 4/2,
W6 55630,W6 55630 2018o SD,W6,55630,WY050-168,CAANA3-SOS-WY050-168-FREMONT-17,0.0017,0.0059,13070,3,0.26,0.26,0.31,7560000,CAANA3,northwestern Indian paintbrush,Castilleja,angustifolia,,Castilleja angustifolia,,var.,angustifolia,Castilleja angustifolia var. angustifolia,CASTILLEJA,angustifolia,SCROPHULARIACEAE,CAANA3,24-Jul-17,2017,WY050-168,168,WY050,,,"Coggin, C., Culp, B., Huffman, N.",US,17E,Middle Rockies (Omernik),Wyoming,Fremont,Lander Field Office,Miner's Delight,"From Lander, take 287 South for 23 miles then turn left onto 28A for 2 miles. Turn left onto Atlantic City Rd. and take an immediate left onto Fort Stambaugh Loop Rd for 2 miles then the population is on the hillsides surrounding you.","42°31' 37.11"" N","108°40' 47.26"" W",42.52697,-108.67979,GPS,NAD83,8300,FT,BLM,,,,,WEB,4-Oct-17,180 plants sampled,10000,5,P,Artemisia tridentata:Stenotus acaulis:Lewisia rediviva var. rediviva:Eriogonum umbellatum,Rolling Hilltops,20,"N, NE, E, SE, S, SW, W, NW",Rolling Sage Slopes,Metasedimentary Rock,Other : Sandy Loam,,,Grazed,Grazed,,E. Freeland-BLM:From pressed specimen on another date:21 JUL 2017,"na::Vouchers need to be collected in 2018, phenology too far gone for 2017 voucher collection.",,,0.5,7.5YR 3/2,2
W6 55631,W6 55631 2018o SD,W6,55631,WY050-169,DOCO-SOS-WY050-169-FREMONT-17,0.0071,0.0288,11182,3,1.09,1.09,1.14,1571725,DOCO,Bonneville shootingstar,Dodecatheon,conjugens,,Dodecatheon conjugens,,,,Dodecatheon conjugens ssp. conjugens,DODECATHEON,conjugens,PRIMULACEAE,DOCOC3,24-Jul-17,2017,WY050-169,169,WY050,,,"Coggin, C., Culp, B., Huffman, N.",US,17E,Middle Rockies (Omernik),Wyoming,Fremont,Lander Field Office,Miner's Delight,"From Lander, take 287 south for 23 miles then turn left onto 28A for 2 miles. Turn left onto Atlantic City Rd. followed by an immediate left onto Fort Stambaugh Loop Rd. for 2 miles, population is on the hillsides surrounding you.","42°31' 55.9"" N","108°40' 53.47"" W",42.53219,-108.68151,GPS,NAD83,8300,FT,BLM,,,,,WEB,4-Oct-17,370 plants sampled,5000,5,P,Artemisia tridentata:Stenotus acaulis:Lewisia rediviva var. rediviva:Castilleja angustifolia var. angustifolia:Eriogonum umbellatum,Dry Hillside,30,"N, NE, E, SE, S, SW, W, NW",Rolling Sage Slopes,Metasedimentary Rocks,Other : Sandy Loam,,,Grazed,Grazed,,E. Freeland-BLM:From pressed specimen on another date:10 AUG 2017,"na::Voucher needs to be collected in 2018, phenology too far along for herbarium quality in 2017.",,,0.33,7.5YR 3/2,2
