Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,label ss,SubSpecies,label var,Variety,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR
'SOS-NM080-177,ARPU9-SOS-NM080-177-EDDY-18,0.054,250193,0.1812,ARPU9,purple threeawn,Aristida,purpurea,,,,,Aristida purpurea,POACEAE,ARPU9,11-Sep-18,NM080-177,177,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Rattlesnake Canyon-Black River,"From CFO, head S on National Parks Highway (180). After mile marker 7 and before the bridge, turn W onto an unnamed vehicle trail. Follow trail to end. Walk cross-country E to location on bank above Black River.","32°4' 7.563"" N","104°28' 41.745"" W",32.06876,-104.47826,GPS,WGS84,3550,FT,BLM,Thelesperma megapotamicum:Yucca elata:Calylophus hartwegii:Centaurium maryannum:Solidago altissima:Eragrostis sp.:Populus sp.:Juniperus sp.:Psilostrophe tagetina:Gaillardia multiceps,Grazed:Recreation,Terrace,10,NW,"Cottonwood-Reeves loams, overflow, 0-3 percent slopes; 25-30 Deg. F / 6-12",Grazing and Recreation,Alluvium,Other : Sandy Clay Loam,1557 plants sampled,5000,4,P,"Perennial bunchgrass with rolled, thread-like and often curved blades, a ligule with conspicuous hairs, and three purple awns 2-5cm or even longer, which are equal to almost equal in length.",,"K. Sandbom, BLM:From pressed specimen on another date:28 NOV 2018",3:11 SEP 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201809111101,WEB,2,10 YR 6/3,15-Dec-18,ARISTIDA,purpurea,2018
'SOS-NM080-179,VEEN-SOS-NM080-179-EDDY-18,0.0447,269678,0.1681,VEEN,golden crownbeard,Verbesina,encelioides,,,,,Verbesina encelioides,ASTERACEAE,VEEN,13-Sep-18,NM080-179,179,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Nimenim Ridge,"From CFO, head NE on Hobbs Highway (180). Turn N onto Potash Mines Road (360). Turn NE onto Shugart Road (222). Turn W onto Grubbs Road (250). Location is 3.24mi down road.","32°42' 38.11"" N","103°56' 6.73"" W",32.71058,-103.9352,GPS,WGS84,3433,FT,BLM,Yucca elata:Quercus havardii:Prosopis glandulosa:Croton sp.:Juniperus sp.:Atriplex canescens,Grazed:Oil and Gas,Flat/Low Rolling Plain,0,SW,"Potter-Simona complex, 5 to 25 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Quartermaster and Rustler Formations,Other : Silt Loam,4732 plants sampled,>5000,5,P,"Alternate leaves that are triangular in shape, flowers showy and yellow, achenes circular in shape with a grey to black center and tan to white edges.",,"K. Sandbom, BLM:From pressed specimen on another date:30 NOV 2018",3:13 SEP 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,20-Sep-18,,2,CFO201809130805,WEB,1.5,7.5 YR 4/3,17-Dec-18,VERBESINA,encelioides,2018
'SOS-NM080-180,ARPU9-SOS-NM080-180-EDDY-18,0.034,504000,0.0899,ARPU9,purple threeawn,Aristida,purpurea,,,,,Aristida purpurea,POACEAE,ARPU9,14-Sep-18,NM080-180,180,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Los Medranos,"From CFO, take E Hobbs Highway (180) NE. Turn E onto U.S. Refinery Road (605). Turn NE onto Potash Mines Road (31). Turn E onto Jal Highway (128). Turn N onto Nash Draw Road (794). Location is 0.22mi down road, on both sides of road.","32°20' 9.59"" N","103°53' 2.4"" W",32.33599,-103.884,GPS,WGS84,3105,FT,BLM,Sporobolus flexuosus:Sporobolus contractus:Berlandiera lyrata:Larrea tridentata:Prosopis glandulosa:Setaria leucopila:Verbesina encelioides:Atriplex sp.:Atriplex canescens,Grazed:Oil and Gas,Flat/Low Rolling Plain,1,W,"Simona-Bippus complex, 0 to 5 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Rustler Formation,Other : Clay Loam,2090 plants sampled,>5000,2,P,"Perennial bunchgrass with rolled, thread-like and often curved blades, a ligule with conspicuous hairs, and three purple awns 2-5cm or even longer, which are equal to almost equal in length.",,"K. Sandbom, BLM:From pressed specimen on another date:29 NOV 2018",3:14 SEP 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,11-Oct-18,,2,CFO201809140815,WEB,1.5,7.5 YR 3/4,15-Dec-18,ARISTIDA,purpurea,2018
'SOS-NM080-183,SELE6-SOS-NM080-183-EDDY-18,0.0189,270321,0.1677,SELE6,streambed bristlegrass,Setaria,leucopila,,,,,Setaria leucopila,POACEAE,SELE6,18-Sep-18,NM080-183,183,NM080,,L. Schroeder,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Rattlesnake Canyon-Black River,"From CFO, head S on National Parks Highway (180). After mile marker 7 and before the bridge, turn W onto an unnamed vehicle trail. Follow trail to end. Walk cross-country E to location along Black River.","32°4' 1.2"" N","104°28' 40.8"" W",32.067,-104.478,GPS,WGS84,3655,FT,BLM,Yucca elata:Bouteloua curtipendula:Atriplex sp.:Gaillardia pinnatifida:Sporobolus airoides:Populus sp.:Centaurium maryannum:Psilostrophe tagetina:Atriplex canescens:Gaillardia multiceps,Grazed:Recreation,Terrace,10,NW,"Cottonwood-Reeves loams, overflow, 0 to 3 percent slopes; 25-30 Deg. F. / 6-12",Recreation and Grazing,Alluvium,Other : Sandy Clay Loam,931 plants sampled,1000,3,P,Oval shaped seeds that are slightly flattened on one side.,,"K. Sandbom, BLM:From pressed specimen on another date:30 NOV 2018",3:18 SEP 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201809180826,WEB,2,10 YR 6/3,15-Dec-18,SETARIA,leucopila,2018
'SOS-NM080-185,SPAI-SOS-NM080-185-EDDY-18,0.0074,1680000,0.0269,SPAI,alkali sacaton,Sporobolus,airoides,,,,,Sporobolus airoides,POACEAE,SPAI,19-Sep-18,NM080-185,185,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Logan Draw-Pecos River,"From CFO, take Seven Rivers Highway (285) to Artesia. Turn E on Lovington Highway (82). Turn N on Southern Union Road. Follow road 0.6mi, and turn W onto unnamed lease road. Location is 1.09mi down road.","32°49' 26"" N","104°15' 32"" W",32.82388,-104.25888,GPS,WGS84,3546,FT,BLM,Yucca elata:Larrea tridentata:Prosopis glandulosa:Pleuraphis mutica:Opuntia sp.,Grazed:Oil and Gas,Flat/Low Rolling Plain,2,NW,"Reeves-Gypsum land complex, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Artesia Group,Other : Sandy Clay Loam,1874 plants sampled,3000,1.5,P,Tiny reddish spikelets in open seedhead.,,"K. Sandbom, BLM:From pressed specimen on another date:29 NOV 2018",3:19 SEP 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,,,2,CFO201809190830,WEB,2.5,5 YR 4/4,17-Dec-18,SPOROBOLUS,airoides,2018
'SOS-NM080-186,SPAI-SOS-NM080-186-EDDY-18,0.0053,2100000,0.0215,SPAI,alkali sacaton,Sporobolus,airoides,,,,,Sporobolus airoides,POACEAE,SPAI,25-Sep-18,NM080-186,186,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Rattlesnake Canyon-Black River,"From CFO, head S on National Parks Highway (180/62). Turn E onto Washington Ranch Road (418). Location is 3.2mi down road, at Cottonwood Day Use Area.","32°05' 45"" N","104°28' 09"" W",32.09583,-104.46916,GPS,WGS84,3649,FT,BLM,Yucca elata:Atriplex sp.:Sporobolus airoides:Populus sp.:Helianthus annuus:Bothriochloa barbinodis:Pappophorum vaginatum:Cirsium sp.:Solanum sp.:Prosopis glandulosa:Setaria leucopila,Grazed:Recreation,Flat/Low Rolling Plain,2,E,"Karro loam, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12",Recreation,Alluvium,Other : Silt Loam,1172 plants sampled,3000,1.5,P,Tiny reddish spikelets in open seedhead.,,"K. Sandbom, BLM:From pressed specimen on another date:29 NOV 2018",3:25 SEP 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,0,CFO201809250810,WEB,2.5,7.5 YR 3/3,17-Dec-18,SPOROBOLUS,airoides,2018
'SOS-NM080-187,PAVA2-SOS-NM080-187-EDDY-18,0.021,704347,0.0643,PAVA2,whiplash pappusgrass,Pappophorum,vaginatum,,,,,Pappophorum vaginatum,POACEAE,PAVA2,25-Sep-18,NM080-187,187,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Rattlesnake Canyon-Black River,"From CFO, drive S on Canal St. and continue onto National Parks Highway. Make a W turn onto Washington Ranch Road and follow to the Cottonwood Day Use Area.","32°05' 45"" N","104°28' 09"" W",32.09583,-104.46916,GPS,WGS84,3649,FT,BLM,Yucca elata:Atriplex sp.:Sporobolus airoides:Populus sp.:Helianthus annuus:Bothriochloa barbinodis:Pappophorum vaginatum:Cirsium sp.:Solanum sp.:Prosopis glandulosa:Setaria leucopila,Grazed:Recreation,Flat/Low Rolling Plain,2,E,"Karro loam, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Recreation",Alluvium,Other : Silt Loam,382 plants sampled,500-1000,1.5,P,"Narrow, contracted panicles that are usually white to tawny in color.",,"K. Sandbom, BLM:From pressed specimen on another date:29 NOV 2018",3:25 SEP 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201809250810,WEB,1.5,7.5 YR 3/3,16-Dec-18,PAPPOPHORUM,vaginatum,2018
'SOS-NM080-188,BOCU-SOS-NM080-188-EDDY-18,0.287,193515,0.2343,BOCU,sideoats grama,Bouteloua,curtipendula,,,,,Bouteloua curtipendula,POACEAE,BOCU,27-Sep-18,NM080-188,188,NM080,,"C. Wiechman, L. Schroeder, K. Wade",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Threemile Draw-Black River,"From CFO, head S on National Parks Highway (180/62). Just N of mile marker 19, across from Means Road, turn W onto an unnamed lease road. Location is 1.74mi down road, near a pad.","32°12' 06"" N","104°21' 12"" W",32.20166,-104.35333,GPS,WGS84,3925,FT,BLM,Viguiera stenoloba:Juniperus sp.:Yucca elata:Dasylirion wheeleri:Larrea tridentata:Bouteloua sp.:Agave sp.:Opuntia sp.,Grazed:Oil and Gas,Mountain/Hill,1,NE,"Ector stony loam, 0 to 9 percent slopes; 30-35 Deg. F. / 6-12","Grazing, Oil and Gas",Tansil and Yates Formations,Other : Silty Clay Loam,2560 plants sampled,>5000,2,P,"Yellow, orange, or orange-red anthers; inflorescence branches hang off of one side of the main inflorescence stem; leaves <2.5 mm wide.",,"K. Sandbom, BLM:From pressed specimen on another date:29 NOV 2018",3:27 SEP 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201809270735,WEB,2,5 YR 3/1,16-Dec-18,BOUTELOUA,curtipendula,2018
'SOS-NM080-189,VIST-SOS-NM080-189-EDDY-18,0.0206,423134,0.1071,VIST,Resinbush,Viguiera,stenoloba,,,,,Viguiera stenoloba,ASTERACEAE,VIST,1-Oct-18,NM080-189,189,NM080,,C. Wiechman,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,McKittrick Canyon-Black River,"From CFO, head S on National Parks Highway (180/62). Turn W onto Washington Ranch Rd (418). Follow road SW. At intersection with Mayes Ranch Road (422), continue straight to second split. At split, stay W on Washington Ranch Road. Turn W/NW onto unnamed vehicle trail 2.06mi after the split. Location is 1.8mi down trail, on a roadside hill.","32°02' 29"" N","104°33' 44"" W",32.04138,-104.56222,GPS,WGS84,4069,FT,BLM,Bouteloua curtipendula:Sporobolus airoides:Yucca elata:Bothriochloa barbinodis:Digitaria californica:Juniperus sp.,Grazed:Oil and Gas,Mountain/Hill,11,E,"Ector extremely rocky loam, 9 to 25 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Piedmont Alluvial Deposits,Other : Loam,80 plants sampled,100,2,P,"Yellow ray flowers, woody shrub.",,"K. Sandbom, BLM:From pressed specimen on another date:29 NOV 2018",3:01 OCT 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201810010830,WEB,3.5,7.5 YR 4/3,16-Dec-18,VIGUIERA,stenoloba,2018
'SOS-NM080-190,SOS-NM080-190-EDDY-18,0.028,478481,0.0947,BOBA3,cane bluestem,Bothriochloa,barbinodis,,,,,Bothriochloa barbinodis,POACEAE,BOBA3,1-Oct-18,NM080-190,190,NM080,,C. Wiechman,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,McKittrick Canyon-Black River,"From CFO, head S on National Parks Highway (180/62). Turn W onto Washington Ranch Rd (418). Follow road SW. At intersection with Mayes Ranch Road (422), continue straight to second split. At split, stay W on Washington Ranch Road. Turn W/NW onto unnamed vehicle trail 2.06mi after the split. Location is 1.8mi down trail, on a roadside hill.","32°02' 29"" N","104°33' 44"" W",32.04138,-104.56222,GPS,WGS84,4069,FT,BLM,Bouteloua curtipendula:Yucca elata:Sporobolus airoides:Viguiera stenoloba:Digitaria californica:Juniperus sp.,Grazed:Oil and Gas,Mountain/Hill,11,E,"Ector extremely rocky loam, 9 to 25 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Piedmont Alluvial Deposits,Other : Loam,480 plants sampled,1000,5,P,"Hirsute nodes, panicles silvery-white, awns 20-25mm.",,"K. Sandbom, BLM:From pressed specimen on another date:30 NOV 2018",3:01 OCT 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201810010900,WEB,3.5,7.5 YR 4/3,16-Dec-18,BOTHRIOCHLOA,barbinodis,2018
'SOS-NM080-191,CHVI4-SOS-NM080-191-EDDY-18,0.007,1731297,0.0261,CHVI4,feather fingergrass,Chloris,virgata,,,,,Trichloris crinita,POACEAE,TRCR9,3-Oct-18,NM080-191,191,NM080,,"C. Wiechman, L. Schroeder",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Los Medranos,"From CFO, take E Hobbs Highway (180) NE. Turn E onto U.S. Refinery Road (605). Turn NE onto Potash Mines Road (31). Turn E onto Jal Highway (128). Turn N onto Nash Draw Road (794). Location is 1.35mi down road.","32°21' 07"" N","103°52' 57"" W",32.35194,-103.8825,GPS,WGS84,3145,FT,BLM,Setaria leucopila:Aristida purpurea:Verbesina encelioides:Prosopis glandulosa:Larrea tridentata:Sporobolus airoides:Sporobolus contractus:Sporobolus flexuosus:Bothriochloa barbinodis,Grazed:Flooded:Oil and Gas,Flat/Low Rolling Plain,1,W,"Simona-Bippus complex, 0 to 5 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Rustler Formation,Other : Clay Loam,1535 plants sampled,2000,2.5,P,"Narrow, whorled panicle with three-awned lemmas; perennial.",,"K. Sandbom, BLM:From pressed specimen on another date:29 NOV 2018",3:03 OCT 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201810030850,WEB,2.5,7.5 YR 3/4,17-Dec-18,TRICHLORIS,crinita,2018
'SOS-NM080-192,SPGI-SOS-NM080-192-EDDY-18,0.0048,2290909,0.0197,SPGI,giant dropseed,Sporobolus,giganteus,,,,,Sporobolus giganteus,POACEAE,SPGI,4-Oct-18,NM080-192,192,NM080,,"L. Schroeder, C. Wiechman",US,25E,Western High Plains (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Nimenim Ridge,"From CFO, head NE on Hobbs Highway (180). Turn N onto Potash Mines Road (360). Turn NE onto Shugart Road (222). After 8.2mi (2mi N/NE of intersection with Grubbs Road), turn W onto unnamed lease road. Location is 2.67mi down road, off S side of road.","32°44' 25.02"" N","103°55' 44.78"" W",32.74028,-103.9291,GPS,WGS84,3627,FT,BLM,Quercus havardii:Aristida purpurea:Croton sp.:Verbesina encelioides:Lesquerella fendleri:Larrea tridentata:Melampodium leucanthum:Artemisia filifolia,Grazed:Oil and Gas,Dunes,2,E,"Kermit-Berino fine sands, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Eolian Deposits/Piedmont Alluvial Deposits,Other : Sandy Loam,1698 plants sampled,>5000,2.5,P,Robust perennial grass that is from 100-200cm tall; inflorescence appressed or branched and tan to brown; stamens one mm long; common in sand dunes.,,"K. Sandbom, BLM:From pressed specimen on another date:30 NOV 2018",3:04 OCT 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,9-Oct-18,,2,CFO201810041230,WEB,4.5,5 YR 3/4,16-Dec-18,SPOROBOLUS,giganteus,2018
'SOS-NM080-193,SPAI-SOS-NM080-193-EDDY-18,0.007,1631654,0.0277,SPAI,alkali sacaton,Sporobolus,airoides,,,,,Sporobolus airoides,POACEAE,SPAI,9-Oct-18,NM080-193,193,NM080,,C. Wiechman,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Threemile Draw-Black River,"From CFO, head S on Old Cavern Rural Highway (748) towards Black River. Continue S onto John D. Forehand Road (748). 3.2mi after the Black River low water crossing, turn W onto an unnamed lease road. After 2.5mi, take the NW lease road at the fork, onto State land. After 0.43mi, turn W onto an unnamed lease road/vehicle trail. After 0.7mi turn W/SW onto unnamed vehicle trail. Navigate N (0.14mi) and W (0.22mi) to range fence where it meets the edge of the river terrace. The location is along the S edge of Black River, on BLM-administered land.","32°10' 3.8"" N","104°16' 31.5"" W",32.16772,-104.27541,GPS,WGS84,999,M,BLM,Yucca elata:Larrea tridentata:Prosopis glandulosa:Bouteloua curtipendula:Bouteloua sp.:Salvia sp.:Setaria leucopila,Grazed:Oil and Gas,Flood Plain/Basin,8,NW,"Reagan-Upton association, 0 to 9 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Alluvium,Other : Silty Clay,400 plants sampled,1000,1,P,"Open panicle with widely spreading branches, inflorescence brown or lead colored.",,"K. Sandbom, BLM:From pressed specimen on another date:29 NOV 2018",3:09 OCT 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,,CFO201810091400,WEB,4,2.5 YR 4/6,16-Dec-18,SPOROBOLUS,airoides,2018
'SOS-NM080-195,VEEN-SOS-NM080-195-EDDY-18,0.0474,243870,0.1859,VEEN,golden crownbeard,Verbesina,encelioides,,,,,Verbesina encelioides,ASTERACEAE,VEEN,11-Oct-18,NM080-195,195,NM080,,"C. Wiechman, L. Schroeder",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Los Medranos,"From CFO, take E Hobbs Highway (180) NE. Turn E onto U.S. Refinery Road (605). Turn NE onto Potash Mines Road (31). Turn E onto Jal Highway (128). Turn N onto Nash Draw Road (794). Location is 0.35mi down road.","32°20' 15"" N","103°53' 03"" W",32.3375,-103.88416,GPS,WGS84,3091,FT,BLM,Prosopis glandulosa:Larrea tridentata:Bouteloua curtipendula:Setaria leucopila:Aristida purpurea:Chloris virgata:Datura wrightii:Solanum sp.:Sporobolus flexuosus:Berlandiera lyrata:Atriplex sp.:Trichloris crinita,Grazed:Oil and Gas,Flat/Low Rolling Plain,1,W,"Simona-Bippus complex, 0 to 5 percent slopes; 25-30 Deg. F. 6 / 12","Grazing, Oil and Gas",Rustler Formation,Other : Clay Loam,764 plants sampled,1000-2000,4,P,Alternate leaves that are triangular in shape; flowers showy and yellow; achene circular in shape with a grey to black center and tan to white edges.,,"K. Sandbom, BLM:From pressed specimen on another date:30 NOV 2018",3:11 OCT 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201810110830,WEB,3,7.5 YR 3/4,16-Dec-18,VERBESINA,encelioides,2018
'SOS-NM080-196,BOBA3-SOS-NM080-196-EDDY-18,0.0447,346259,0.1309,BOBA3,cane bluestem,Bothriochloa,barbinodis,,,,,Bothriochloa barbinodis,POACEAE,BOBA3,16-Oct-18,NM080-196,196,NM080,,"C. Wiechman, L. Schroeder",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Threemile Draw-Black River,"From CFO, head S on National Parks Highway (180/62). Just N of mile marker 19, across from Means Road, turn W onto an unnamed lease road. Location is 2.65mi down road, near a pad.","32°11' 51"" N","104°22' 03"" W",32.1975,-104.3675,GPS,WGS84,4035,FT,BLM,Bouteloua curtipendula:Yucca elata:Larrea tridentata:Viguiera stenoloba:Juniperus sp.:Agave sp.:Opuntia sp.:Bouteloua sp.:Fouquieria splendens,Grazed:Oil and Gas,Mountain/Hill,1,NE,"Ector stony loam, 0 to 9 percent slopes; 30 - 35 Deg. F. / 6 - 12","Grazing, Oil and Gas",Tansil and Yates Formations,Other : Silty Clay Loam,783 plants sampled,1000,1,P,Villous with tufts of dense white hairs at the nodes; cottony and white or silver inflorescence.,,"K. Sandbom, BLM:From pressed specimen on another date:30 NOV 2018",3:16 OCT 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201810161430,WEB,2.5,5 YR 3/1,16-Dec-18,BOTHRIOCHLOA,barbinodis,2018
'SOS-NM080-197,MAPI-SOS-NM080-197-EDDY-18,0.0068,1705263,0.0265,MAPI,lacy tansyaster,Machaeranthera,pinnatifida,,,,,Machaeranthera pinnatifida,ASTERACEAE,MAPI,22-Oct-18,NM080-197,197,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Dog Canyon Draw,"From CFO, take Seven Rivers Highway (285) to Artesia. Turn E on Lovington Highway (82). Turn N on Southern Union Road. Follow road 2.2mi, and follow it East at the fork. After 2.2 mi, turn NW onto an unnamed lease road. After 0.16mi, turn NE onto the east-most lease road at the fork. Location is 0.71mi down road.","32°52' 13"" N","104°13' 07"" W",32.87027,-104.21861,GPS,WGS84,3566,FT,BLM,Prosopis glandulosa:Verbesina encelioides:Setaria leucopila:Aristida purpurea:Sporobolus contractus:Solanum sp.:Larrea tridentata,Grazed:Oil and Gas,Flat/Low Rolling Plain,6,N,"Reeves-Gypsum land complex, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Salado Formation,Other : Sandy Clay Loam,1505 plants sampled,5000,1,P,Yellow flower head with multiple rows of rays. Phyllaries graduated with outer much shorter than the inner and tipped with a white bristle; seeds with tuft of bristles at topÃ¢Â€Â™ plants woody at the base.,,"K. Sandbom, BLM:From pressed specimen on another date:30 NOV 2018",3:22 OCT 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201810221050,WEB,0.5,5 YR 4/4,17-Dec-18,MACHAERANTHERA,pinnatifida,2018
