Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Juncus effusus,NA,NA,Wild material,NA,inflorescence not terminal; located on middle of stem,9-Aug-17,"United States, Massachusetts, Essex","United States, Idaho",60,Wild Habitat,Flooded,Peltandra virginica:Carex crinita:Asclepias incarnata:Eutrochium dubium:Cephalanthus occidentalis:Cephalanthus occidentalis,"Sub Unit Description :Marland Dam Andover,MA/ Geology Description : marsh off Steven St; bridge on Shawsheen River/ Locality Description: From Boston, take 93N to exit 42 and turn right onto Descomb Rd. Merge onto Andover St and continue onto Red Spring Rd. Turn right onto Essex St and sharp left onto Railroad St. Park at Whole Foods and walk down Main St toward Stevens St. Access is across bridge on left.",11.5824,42.66111,-71.1473,"NAD83",Lat/lon determined by GPS,"Estevez, C.; Torkarz, E.; Kang, K.; Cecil, A.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,--,Undefined,NA,Unspecified,Clay,Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-667,Collector identifier,NA,36,Other or unclassified name,NA,NA,1:09 AUG 2017:Smithsonian,NA,M. Piantedos - NEWFS:In Field:09 AUG 2017,NA
NA,W6,NA,W6,NA,NA,SD,Distichlis spicata,NA,NA,Wild material,NA,˚ascending spikelet with multiple florets; awnless glumes; no hair on leaf sheaths˚,20-Oct-17,"United States, New Hampshire, Rockingham","United States, Idaho",420 plants sampled,Wild Habitat,Flooded,Spartina patens:Spartina alterniflora:Bolboschoenus maritimus:Juncus gerardii,"Sub Unit Description :Great Bay NWR/ Geology Description : Salt marsh/ Locality Description: Take 95 N to exit 4 on the left to merge onto 16 N/US-4 W. Take exit 1 for Gosling Road. Turn left onto Gosling Road. Turn right onto Arboretum Drive. At the traffic circle, take the third exit and stay on Arboretum Drive. Drive to the parking lot. Take the trail around the fenced-in weapons storage field and make a left until you get to a bridge on the right. Walk through the bridge, past a grassy meadow area and the salt marsh is between the tree line on the right.",0.9144000000000001,43.09138,-70.85272,"NAD83",Lat/lon determined by GPS,"Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Clay, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-818,Collector identifier,NA,187,Other or unclassified name,NA,NA,1:20 OCT 2017:Smithsonian,NA,M. Piantedosi :In Field:20 OCT 2017,NA
NA,W6,NA,W6,NA,NA,SD,Kalmia angustifolia,NA,NA,Wild material,NA,˚fruits come off stem below terminal leaf whorl in an umbrella shape˚,31-Oct-17,"United States, Massachusetts, Norfolk","United States, Idaho",176 plants sampled,Wild Habitat,Flooded,Sphagnum sp.:Drosera rotundifolia:Sarracenia purpurea:Vaccinium macrocarpon:Dulichium arundinaceum:Scheuchzeria palustris:Xyris difformis:Eriophorum virginicum:Chamaedaphne calyculata,Sub Unit Description :Ponkapoag Bog/ Geology Description : Bog Trail/ Locality Description: Take 95-S to 93-N. Take exit 3 to Ponkapoag Trail. Turn right at the top of the exit ramp and park. Walk in up and down the hill and past the YMCA sign. Veer left to find the entrance to the bog trail. Follow the wooden planks into the bog.,46.0248,42.19561,-71.10227,"NAD83",Lat/lon determined by GPS,"Cecil, A.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,Clay,Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-846,Collector identifier,NA,215,Other or unclassified name,NA,NA,1:31 OCT 2017:Smithsonian,NA,M. Piantedosi - NEWFS:In Field:31 OCT 2017,NA
NA,W6,NA,W6,NA,NA,SD,Eleocharis obtusa,NA,NA,Wild material,NA,"dome shaped (sometimes pointy), brown, and scaly seed head that is about 1 cm long on a light green stalk; grows in small dense tufts",17-Aug-17,"United States, New Hampshire, Rockingham","United States, Idaho",65 plants sampled,Wild Habitat,Flooded,Carex lurida:Carex comosa:Sparganium americanum:Sparganium emersum,Sub Unit Description :Great Bay NWR/ Geology Description : pond along forest trail/ Locality Description: On 95N take exit 3 and turn left onto NH 33; turn right onto Portsmouth Ave; turn right onto Emery Ln; turn left onto Merrimack Drive. Park and walk across the road to the trail circling the fence. The pond on the right contains most of the population.,3.9624,43.09003,-70.85038,WGS84,Lat/lon determined by GPS,"Cecil, A.; Estevez, C.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,0,0,Undefined,NA,Unspecified,"Clay, Silt",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-682,Collector identifier,NA,51,Other or unclassified name,NA,NA,2:17 AUG 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:17 AUG 2017,NA
NA,W6,NA,W6,NA,NA,SD,Juncus effusus,NA,NA,Wild material,NA,inflorescence not terminal; located on middle of stem,8-Aug-17,"United States, New Hampshire, Strafford","United States, Idaho",110+,Wild Habitat,Flooded,Carex comosa:Glyceria canadensis:Sparganium americanum:Cephalanthus occidentalis:Carex stricta:Scirpus atrocinctus,"Sub Unit Description :Longmarsh Preserve Durham,NH/ Geology Description : Longmarsh Rd pond along Sweet Trail/ Locality Description: From Boston, take I-95 N toward NH/Maine. Take RT 101 Exit 2 toward Exeter/The Hamptons. Merge onto NH 101W toward Manchester. Merge onto NH-108 (Portsmouth Ave) via exit 11 toward Stratham/Portsmouth/Newmarket. Turn slight left to NH-108N. Continue to follow for 5+ miles. Turn right onto Longmarsh Road. The Sweet Trail begins at the end of the road. The pond with the population is located on the right side of the trail.",15.5448,43.11377,-70.89922,"NAD83",Lat/lon determined by GPS,"Estevez, C.; Tokarz, E.; Kang, K.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,--,Undefined,NA,Unspecified,"Clay, Silt",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-664,Collector identifier,NA,33,Other or unclassified name,NA,NA,2:08 AUG 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:08 AUG 2017,NA
NA,W6,NA,W6,NA,NA,SD,Hieracium paniculatum,NA,NA,Wild material,NA,Capitula with yellow ligules arranged in a panicle with delicate pedicles. Base of stem densely hairy.,24-Aug-16,"United States, Connecticut, NA","United States, Idaho",247 plants sampled,Wild Habitat,Trampled,Acer rubrum:Eurybia divaricata:Fagus grandifolia:Viburnum dentatum:Polystichum acrostichoides:Thelypteris noveboracensis:Quercus rubra,"Sub Unit Description :Nehantic SF, East Lyme/ Geology Description : Trails throughout forest/ Locality Description: From Boston take 93S to 95S. Take exit 82 and turn right onto CT-82N. Turn left onto Grassy Hill Road. Population throughout all of the trails in the forest.",1.8288000000000002,41.37605,-72.31816,"NAD83",Lat/lon determined by GPS,"Rogers, J., Heilmann, K., Karlsson, C., Urban, A.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,0-10,East,E,Unspecified,Clay,Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-366,Collector identifier,NA,NEWFS-40,Other or unclassified name,NA,NA,"2:24 AUG 2016:Smithsonian, NEWFS",NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Phytolacca americana,NA,NA,Wild material,NA,NA,21-Sep-16,"United States, Maryland, Dorchester","United States, Idaho",52 plants sampled,Wild Habitat,Mowed,Tridens flavus:Asclepias syriaca:Rudbeckia bicolor:Rudbeckia hirta:Setaria parviflora:Solidago altissima:Symphyotrichum sp.:Toxicodendron radicans,"Sub Unit Description :Ocean Hwy/US-50 E/ Geology Description : Vincent Rd/ Locality Description: From Cambridge, MD, take US-50 E for 6.9 miles. Turn right onto Linkwood Dr, left onto Vincent Rd. Population in 0.4 miles on left.",5.7912,38.53575,-75.94252,WGS84,Lat/lon determined by GPS,"Faucette, A.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-2,Undefined,NA,Unspecified,Other : Loam,Custom Category,Middle Atlantic Coastal Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-539,Collector identifier,NA,ALF-536,Other or unclassified name,NA,NA,"2:21 SEP 2016:NCU, US",NA,A. Faucette - NCBG:In Field:21 SEP 2016,NA
NA,W6,NA,W6,NA,NA,SD,Solidago canadensis,NA,NA,Wild material,NA,thin leaves with leaf margin serrated at a point,8-Oct-15,"United States, Massachusetts, Middlesex","United States, Idaho",60 plants sampled,Wild Habitat,NA,Solidago rugosa:Solidago altissima:Galium sp.:Rosa multiflora:Prunus sp.,Sub Unit Description :Callahan State Park/ Geology Description : woodland and field edge by Eagle Pond/ Locality Description: Ref NEWFS-80 to Callahn State Park parking lot continue straight on trail and in ¬º mile (at fields by Eagle Pond) population will be on Woodland Edge to the left,77.1144,42.31875,-71.46791,"NAD83",Lat/lon determined by GPS,Emory Griffin-Noyes,"Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,0,0,Undefined,NA,Unspecified,"Clay, Silt",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-158,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"2:08 OCT 2015:Smithsonian, NEWFS",NA,"Emory Griffin-Noyes, NEWFS:In Field:08 OCT 2015",NA
NA,W6,NA,W6,NA,NA,SD,Hibiscus moscheutos,NA,NA,Wild material,NA,˚Large pink/white five petaled mallow-like flower; several stems growing up from root ball; seeds in five locular dehiscent seed capsules˚,10-Nov-17,"United States, Rhode Island, Newport","United States, Idaho",52 plants sampled,Wild Habitat,Flooded,Phragmites australis:Pluchea odorata:Pluchea odorata:Bolboschoenus maritimus:Schoenoplectus americanus:Solidago sempervirens:Symphyotrichum sp.,"Sub Unit Description :Goosewing Beach Preserve/ Geology Description : Quicksand Pond/ Locality Description: From Boston, head south on 93. Take exit 4 for MA-24-S. Drive for 35+ miles and briefly merge onto I-95-E. Take exit 10 for MA-88 and follow MA-88 for about 7 miles. Turn right onto Hixbridge Rd, turn right onto Main Rd, turn left onto Adamsville Rd and enter Rhode Island. Follow for about 4 miles then turn left onto Long Hwy. After about 3 miles, turn left onto South Shore Rd and follow to the end to find the beach parking, actually located on South Shore Beach. Drive to the end of the beach and park. Follow through the meadow toward the sand trail to Quicksand Pond.",0.6096,41.49522,-71.1348,"NAD83",Lat/lon determined by GPS,"Cecil, A.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Clay, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-896,Collector identifier,NA,265,Other or unclassified name,NA,NA,1:10 NOV 2017:Smithsonian,NA,M. Piantedosi - NEWFS:In Field:10 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Panicum virgatum,NA,NA,Wild material,NA,"˚Grows in dense bunches; open long peduncled seed head, often with drooping seeds; yellow/gold at seed maturity, green early-mid summer˚",14-Nov-17,"United States, Rhode Island, Washington","United States, Idaho",145 plants sampled,Wild Habitat,NA,Solidago sempervirens:Baccharis halimifolia:Rhus copallinum:Rhus copallinum:Iva frutescens,"Sub Unit Description :Quonochontaug Boat Ramp/ Geology Description : Salt marsh/ Locality Description: From Boston, take 93-S to 95-S past Providence and Warwick to RI-4 S. RI-4 becomes US-1 S in Kingstown. After about 22 miles on US-1 S, turn right onto Old Post Rd to facilitate taking a left onto W Beach Rd. Follow the road, hugging and curving right all the way to the boat ramp. The population can be found along the road.",0.9144000000000001,41.33391,-71.71861,"NAD83",Lat/lon determined by GPS,"Estevez, C.; Kang, K.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Clay, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-906,Collector identifier,NA,275,Other or unclassified name,NA,NA,2:14 NOV 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:14 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Limonium carolinianum,NA,NA,Wild material,NA,"heavily branching inflorescence with tiny purple flowers, spoon-shaped basal leaves˚",15-Nov-17,"United States, Connecticut, NA","United States, Idaho",188 plants sampled,Wild Habitat,Flooded,Salicornia depressa:Juncus gerardii:Spartina patens:Spartina alterniflora:Symphyotrichum tenuifolium,"Sub Unit Description :Bluff Point State Park/ Geology Description : saltmarsh/ Locality Description: Take 95S to exit 88. Turn left onto CT-1175. Turn right onto Fort Hill Rd. Turn left onto Depot Rd. Park at parking area and walk down gravel path. Population along the waterfront, along the length of the trail.",1.524,41.33025,-72.03341,"NAD83",Lat/lon determined by GPS,"Cecil, A.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Clay, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-913,Collector identifier,NA,282,Other or unclassified name,NA,NA,1:15 NOV 2017:Smithsonian,NA,M. Piantedosi - NEWFS:In Field:15 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Typha angustifolia,NA,NA,Wild material,NA,NA,29-Sep-16,"United States, North Carolina, Dare","United States, Idaho",50 plants sampled,Wild Habitat,NA,Agalinis purpurea:Sagittaria lancifolia ssp. media:Salix nigra:Andropogon virginicus:Cyperus strigosus:Ilex glabra:Saccharum giganteum,Sub Unit Description :Alligator River NWR/ Geology Description : Mashoes Rd/ Locality Description: From US-64 W turn right onto Mashoes Rd. Go 1.1 miles. Population on right.,0.9144000000000001,35.91625,-75.788,"NAD83",Lat/lon determined by GPS,"Dakar, J., Faucette, A.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-2,Undefined,NA,Unspecified,Other : Sandy loam,Custom Category,Middle Atlantic Coastal Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-505,Collector identifier,NA,ALF-543,Other or unclassified name,NA,NA,"2:29 SEP 2016:NCU, US",NA,A. Faucette - NCBG:In Field:29 SEP 2016,NA
NA,W6,NA,W6,NA,NA,SD,Cyperus strigosus,NA,NA,Wild material,NA,NA,8-Sep-16,"United States, North Carolina, Durham","United States, Idaho",54 plants sampled,Wild Habitat,NA,Pinus taeda:Rhynchospora capitellata:Sabatia angularis:Sorghastrum nutans:Cyperus sp.:Microstegium vimineum:Toxicodendron radicans,"Sub Unit Description :Durham County/ Geology Description : George Kind Rd/ Locality Description: From NC-54 W, take Old NC-54 to George Kind Rd. Population at construction area, approximately 0.2 miles down on right.",74.9808,35.9105,-78.99463,"NAD83",Lat/lon determined by GPS,"Dakar, J.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-2,Undefined,NA,Unspecified,Other : Sandy loam,Piedmont,Piedmont (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-512,Collector identifier,NA,JD-173,Other or unclassified name,NA,NA,"2:08 SEP 2016:NCU, US",NA,J. Dakar - NCBG:In Field:08 SEP 2016,NA
NA,W6,NA,W6,NA,NA,SD,Digitaria cognata,NA,NA,Wild material,NA,Reddish/burgundy stem and peduncle coloring with single seed at the end of each peduncle; white hair like tufts at nodes,13-Sep-17,"United States, New Hampshire, Rockingham","United States, Idaho",2840,Wild Habitat,Mowed,Eragrostis spectabilis:Asclepias syriaca:Phleum sp.:Toxicodendron radicans,"Sub Unit Description :Great Bay NWR/ Geology Description : meadow by side of road/ Locality Description: Take 95 N to exit 4 on the left to merge onto 16 N/US-4 W. Take exit 1 for Gosling Road. Turn left onto Gosling Road. Turn right onto Arboretum Drive. At the traffic circle, take the third exit and stay on Arboretum Drive. Collections were made along roadside fields and airfield fence following the NWR gates.",17.3736,43.09494,-70.83841,"NAD83",Lat/lon determined by GPS,"Piantedosi, M.; Estevez, C.; Tokarz, E.; Cecil, A.; Kang, K.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Clay, Silt",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-713,Collector identifier,NA,82,Other or unclassified name,NA,NA,1:13 SEP 2017:Smithsonian,NA,M. Piantedosi - NEWFS:In Field:13 SEP 2017,NA
NA,W6,NA,W6,NA,NA,SD,Cyperus grayi,NA,NA,Wild material,NA,Small sedge with distinctive bulbous structure at stem base/upper roots; 5-10 spikelets per spike in starburst arrangement with around 3 scales per spikelet,23-Aug-17,"United States, Massachusetts, Barnstable","United States, Idaho",232 plants sampled,Wild Habitat,coastal wind,Morella caroliniensis:Parthenocissus quinquefolia:Toxicodendron radicans:Ammophila breviligulata,"Sub Unit Description :Sandy Neck Beach Park/ Geology Description : Trail 1/ Locality Description: From Boston take US-6 E towards Cape Cod; take exit 4, turn left onto Chase RD, turn left onto Jones Ln, turn right onto MA-6A E, turn left onto Sandy Neck Rd; population should be in the dunes on either side of Trail 1 running perpendicular to the shore and along trailside",2.1336,41.73527,-70.3855,WGS84,Lat/lon determined by GPS,"Cecil, A.; Estevez, C.; Kang, K.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,Sand,Atlantic Coastal Pine Barrens,Atlantic Coastal Pine Barrens (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-688,Collector identifier,NA,57,Other or unclassified name,NA,NA,2:23 AUG 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:23 AUG 2017,NA
NA,W6,NA,W6,NA,NA,SD,Juncus gerardii,NA,NA,Wild material,NA,Brown/purple flowers and capsules holding numerous tiny black achenes at˚maturity,21-Jul-17,"United States, Massachusetts, Barnstable","United States, Idaho",1000+,Wild Habitat,Flooded,Distichlis spicata:Spartina patens:Spartina alterniflora:Iva frutescens:Pluchea odorata:Bolboschoenus maritimus:Schoenoplectus americanus,"Sub Unit Description :Barnstable Great Marsh/ Geology Description : NA/ Locality Description: Take exit 6 when coming off of US-6 E, turn left onto MA-132 towards Barnstable, then make slight right and merge onto Main Street (6A); after about a mile a small, easily missed dirt road (simply Way on google maps) will be on the left leading into Audubon's Barnstable Great Marsh. The marsh itself can be accessed via hiking trails through the trees (always bear right at turns).",2.4384,41.70366,-70.33055,"NAD27",Lat/lon determined by GPS,"Piantedosi, M.; Cecil, A.; Estevez, C.; Kang, K.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,0,0,Undefined,NA,Unspecified,"Clay, Silt",Atlantic Coastal Pine Barrens,Atlantic Coastal Pine Barrens (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-639,Collector identifier,NA,8,Other or unclassified name,NA,NA,0::,NA,M. Piantedosi -- NEWFS:In Field:21 JUL 2017,NA
NA,W6,NA,W6,NA,NA,SD,Typha latifolia,NA,NA,Wild material,NA,Wide heads that are red-brown in color,18-Aug-15,"United States, North Carolina, Dare","United States, Idaho",50 plants sampled,Wild Habitat,NA,Typha angustifolia:Mikania scandens:Morella cerifera:Eleocharis sp.:Baccharis halimifolia,"Sub Unit Description :Alligator NWR/ Geology Description : Mashoes Road, roadside/ Locality Description: From Columbia, NC: Go east on RT-64. Continue onto RT-264 after it intersects with RT-64. Before the bridge, turn left onto Mashoes Road. Continue for about 3 miles. Population along right side of road.",0.9144000000000001,35.91861,-75.79477,WGS84,Lat/lon determined by GPS,"Heraty, M., Dakar, J.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,0,0,Undefined,NA,Unspecified,Other : muck,Custom Category,Middle Atlantic Coastal Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-242,Collector identifier,NA,MH8,Other or unclassified name,NA,NA,2:18 AUG 2015:Smithsonian˚North Carolina University˚,NA,M. Heraty - CLM Intern:In Field:18 AUG 2015,NA
